SmartZoneName,curb_zone_id,week,day,bookings,Weekend_dummy,retail_nn1,retail_nn2,retail_nn3,quick_grocery_nn1,quick_grocery_nn2,quick_grocery_nn3,dining_nn1,dining_nn2,dining_nn3,housing_nn1,housing_nn2,housing_nn3,commercial_nn1,commercial_nn2,commercial_nn3,industrial_nn1,industrial_nn2,industrial_nn3,civic_nn1,civic_nn2,civic_nn3,school_nn1,school_nn2,school_nn3,healthcare_nn1,healthcare_nn2,healthcare_nn3,parking_nn1,parking_nn2,parking_nn3,attraction_nn1,attraction_nn2,attraction_nn3,CLASS_2,Bike_Network_dummy,geometry,dist_class_1,dist_class_2,dist_class_3,dist_class_4,dist_class_5,Prediction,Residual,AbsResidual
1200 Chestnut St (near 13 St),180,42,Tue,4,0,345.18111,404.7793,531.8228,105.42583,1652.455,1660.228,293.81281,356.69556,383.0714,49.78763,58.62212,606.50647,166.18627,172.16281,178.96198,3578.23,3610.335,3623.883,399.1205,399.1205,403.7899,166.9069,388.30305,439.56315,405.4755,415.71148,452.98785,6917.793,6920.671,6923.315,341.77443,350.56872,354.01596,2,1,"c(-75.1599630997734,  39.9504334037128)",2591.734686160137,157.78348843209062,95.1723293489654,936.8080659982268,214.02548442140088,5.47527283455751,-1.4752728345575097,1.4752728345575097
1200 Chestnut St (near 13 St),180,44,Sun,2,1,345.18111,404.7793,531.8228,105.42583,1652.455,1660.228,293.81281,356.69556,383.0714,49.78763,58.62212,606.50647,166.18627,172.16281,178.96198,3578.23,3610.335,3623.883,399.1205,399.1205,403.7899,166.9069,388.30305,439.56315,405.4755,415.71148,452.98785,6917.793,6920.671,6923.315,341.77443,350.56872,354.01596,2,1,"c(-75.1599630997734,  39.9504334037128)",2591.734686160137,157.78348843209062,95.1723293489654,936.8080659982268,214.02548442140088,5.27640895572234,-3.2764089557223404,3.2764089557223404
1200 Chestnut St (near 13 St),180,44,Wed,2,0,345.18111,404.7793,531.8228,105.42583,1652.455,1660.228,293.81281,356.69556,383.0714,49.78763,58.62212,606.50647,166.18627,172.16281,178.96198,3578.23,3610.335,3623.883,399.1205,399.1205,403.7899,166.9069,388.30305,439.56315,405.4755,415.71148,452.98785,6917.793,6920.671,6923.315,341.77443,350.56872,354.01596,2,1,"c(-75.1599630997734,  39.9504334037128)",2591.734686160137,157.78348843209062,95.1723293489654,936.8080659982268,214.02548442140088,5.47527283455751,-3.4752728345575097,3.4752728345575097
1200 Chestnut St (near 13 St),180,44,Thu,2,0,345.18111,404.7793,531.8228,105.42583,1652.455,1660.228,293.81281,356.69556,383.0714,49.78763,58.62212,606.50647,166.18627,172.16281,178.96198,3578.23,3610.335,3623.883,399.1205,399.1205,403.7899,166.9069,388.30305,439.56315,405.4755,415.71148,452.98785,6917.793,6920.671,6923.315,341.77443,350.56872,354.01596,2,1,"c(-75.1599630997734,  39.9504334037128)",2591.734686160137,157.78348843209062,95.1723293489654,936.8080659982268,214.02548442140088,5.47527283455751,-3.4752728345575097,3.4752728345575097
1200 Chestnut St (near 13 St),180,44,Sat,0,1,345.18111,404.7793,531.8228,105.42583,1652.455,1660.228,293.81281,356.69556,383.0714,49.78763,58.62212,606.50647,166.18627,172.16281,178.96198,3578.23,3610.335,3623.883,399.1205,399.1205,403.7899,166.9069,388.30305,439.56315,405.4755,415.71148,452.98785,6917.793,6920.671,6923.315,341.77443,350.56872,354.01596,2,1,"c(-75.1599630997734,  39.9504334037128)",2591.734686160137,157.78348843209062,95.1723293489654,936.8080659982268,214.02548442140088,5.27640895572234,-5.27640895572234,5.27640895572234
1200 Chestnut St (near 13 St),180,46,Sun,3,1,345.18111,404.7793,531.8228,105.42583,1652.455,1660.228,293.81281,356.69556,383.0714,49.78763,58.62212,606.50647,166.18627,172.16281,178.96198,3578.23,3610.335,3623.883,399.1205,399.1205,403.7899,166.9069,388.30305,439.56315,405.4755,415.71148,452.98785,6917.793,6920.671,6923.315,341.77443,350.56872,354.01596,2,1,"c(-75.1599630997734,  39.9504334037128)",2591.734686160137,157.78348843209062,95.1723293489654,936.8080659982268,214.02548442140088,5.27640895572234,-2.2764089557223404,2.2764089557223404
1200 Chestnut St (near 13 St),180,46,Mon,1,0,345.18111,404.7793,531.8228,105.42583,1652.455,1660.228,293.81281,356.69556,383.0714,49.78763,58.62212,606.50647,166.18627,172.16281,178.96198,3578.23,3610.335,3623.883,399.1205,399.1205,403.7899,166.9069,388.30305,439.56315,405.4755,415.71148,452.98785,6917.793,6920.671,6923.315,341.77443,350.56872,354.01596,2,1,"c(-75.1599630997734,  39.9504334037128)",2591.734686160137,157.78348843209062,95.1723293489654,936.8080659982268,214.02548442140088,5.47527283455751,-4.47527283455751,4.47527283455751
1200 Chestnut St (near 13 St),180,46,Thu,8,0,345.18111,404.7793,531.8228,105.42583,1652.455,1660.228,293.81281,356.69556,383.0714,49.78763,58.62212,606.50647,166.18627,172.16281,178.96198,3578.23,3610.335,3623.883,399.1205,399.1205,403.7899,166.9069,388.30305,439.56315,405.4755,415.71148,452.98785,6917.793,6920.671,6923.315,341.77443,350.56872,354.01596,2,1,"c(-75.1599630997734,  39.9504334037128)",2591.734686160137,157.78348843209062,95.1723293489654,936.8080659982268,214.02548442140088,5.47527283455751,2.5247271654424903,2.5247271654424903
1200 Chestnut St (near 13 St),180,47,Sun,3,1,345.18111,404.7793,531.8228,105.42583,1652.455,1660.228,293.81281,356.69556,383.0714,49.78763,58.62212,606.50647,166.18627,172.16281,178.96198,3578.23,3610.335,3623.883,399.1205,399.1205,403.7899,166.9069,388.30305,439.56315,405.4755,415.71148,452.98785,6917.793,6920.671,6923.315,341.77443,350.56872,354.01596,2,1,"c(-75.1599630997734,  39.9504334037128)",2591.734686160137,157.78348843209062,95.1723293489654,936.8080659982268,214.02548442140088,5.27640895572234,-2.2764089557223404,2.2764089557223404
1200 Chestnut St (near 13 St),180,47,Sat,6,1,345.18111,404.7793,531.8228,105.42583,1652.455,1660.228,293.81281,356.69556,383.0714,49.78763,58.62212,606.50647,166.18627,172.16281,178.96198,3578.23,3610.335,3623.883,399.1205,399.1205,403.7899,166.9069,388.30305,439.56315,405.4755,415.71148,452.98785,6917.793,6920.671,6923.315,341.77443,350.56872,354.01596,2,1,"c(-75.1599630997734,  39.9504334037128)",2591.734686160137,157.78348843209062,95.1723293489654,936.8080659982268,214.02548442140088,5.27640895572234,0.7235910442776596,0.7235910442776596
1200 Chestnut St (near 13 St),180,48,Sun,2,1,345.18111,404.7793,531.8228,105.42583,1652.455,1660.228,293.81281,356.69556,383.0714,49.78763,58.62212,606.50647,166.18627,172.16281,178.96198,3578.23,3610.335,3623.883,399.1205,399.1205,403.7899,166.9069,388.30305,439.56315,405.4755,415.71148,452.98785,6917.793,6920.671,6923.315,341.77443,350.56872,354.01596,2,1,"c(-75.1599630997734,  39.9504334037128)",2591.734686160137,157.78348843209062,95.1723293489654,936.8080659982268,214.02548442140088,5.27640895572234,-3.2764089557223404,3.2764089557223404
1200 Chestnut St (near 13 St),180,48,Wed,6,0,345.18111,404.7793,531.8228,105.42583,1652.455,1660.228,293.81281,356.69556,383.0714,49.78763,58.62212,606.50647,166.18627,172.16281,178.96198,3578.23,3610.335,3623.883,399.1205,399.1205,403.7899,166.9069,388.30305,439.56315,405.4755,415.71148,452.98785,6917.793,6920.671,6923.315,341.77443,350.56872,354.01596,2,1,"c(-75.1599630997734,  39.9504334037128)",2591.734686160137,157.78348843209062,95.1723293489654,936.8080659982268,214.02548442140088,5.47527283455751,0.5247271654424903,0.5247271654424903
1200 Chestnut St (near 13 St),180,49,Mon,8,0,345.18111,404.7793,531.8228,105.42583,1652.455,1660.228,293.81281,356.69556,383.0714,49.78763,58.62212,606.50647,166.18627,172.16281,178.96198,3578.23,3610.335,3623.883,399.1205,399.1205,403.7899,166.9069,388.30305,439.56315,405.4755,415.71148,452.98785,6917.793,6920.671,6923.315,341.77443,350.56872,354.01596,2,1,"c(-75.1599630997734,  39.9504334037128)",2591.734686160137,157.78348843209062,95.1723293489654,936.8080659982268,214.02548442140088,5.47527283455751,2.5247271654424903,2.5247271654424903
1200 Chestnut St (near 13 St),180,50,Sun,3,1,345.18111,404.7793,531.8228,105.42583,1652.455,1660.228,293.81281,356.69556,383.0714,49.78763,58.62212,606.50647,166.18627,172.16281,178.96198,3578.23,3610.335,3623.883,399.1205,399.1205,403.7899,166.9069,388.30305,439.56315,405.4755,415.71148,452.98785,6917.793,6920.671,6923.315,341.77443,350.56872,354.01596,2,1,"c(-75.1599630997734,  39.9504334037128)",2591.734686160137,157.78348843209062,95.1723293489654,936.8080659982268,214.02548442140088,5.27640895572234,-2.2764089557223404,2.2764089557223404
1200 Chestnut St (near 13 St),180,50,Tue,2,0,345.18111,404.7793,531.8228,105.42583,1652.455,1660.228,293.81281,356.69556,383.0714,49.78763,58.62212,606.50647,166.18627,172.16281,178.96198,3578.23,3610.335,3623.883,399.1205,399.1205,403.7899,166.9069,388.30305,439.56315,405.4755,415.71148,452.98785,6917.793,6920.671,6923.315,341.77443,350.56872,354.01596,2,1,"c(-75.1599630997734,  39.9504334037128)",2591.734686160137,157.78348843209062,95.1723293489654,936.8080659982268,214.02548442140088,5.47527283455751,-3.4752728345575097,3.4752728345575097
1200 Chestnut St (near 13 St),180,50,Wed,1,0,345.18111,404.7793,531.8228,105.42583,1652.455,1660.228,293.81281,356.69556,383.0714,49.78763,58.62212,606.50647,166.18627,172.16281,178.96198,3578.23,3610.335,3623.883,399.1205,399.1205,403.7899,166.9069,388.30305,439.56315,405.4755,415.71148,452.98785,6917.793,6920.671,6923.315,341.77443,350.56872,354.01596,2,1,"c(-75.1599630997734,  39.9504334037128)",2591.734686160137,157.78348843209062,95.1723293489654,936.8080659982268,214.02548442140088,5.47527283455751,-4.47527283455751,4.47527283455751
1200 Chestnut St (near 13 St),180,51,Thu,5,0,345.18111,404.7793,531.8228,105.42583,1652.455,1660.228,293.81281,356.69556,383.0714,49.78763,58.62212,606.50647,166.18627,172.16281,178.96198,3578.23,3610.335,3623.883,399.1205,399.1205,403.7899,166.9069,388.30305,439.56315,405.4755,415.71148,452.98785,6917.793,6920.671,6923.315,341.77443,350.56872,354.01596,2,1,"c(-75.1599630997734,  39.9504334037128)",2591.734686160137,157.78348843209062,95.1723293489654,936.8080659982268,214.02548442140088,5.47527283455751,-0.4752728345575097,0.4752728345575097
1200 Chestnut St (near 13 St),180,51,Fri,2,0,345.18111,404.7793,531.8228,105.42583,1652.455,1660.228,293.81281,356.69556,383.0714,49.78763,58.62212,606.50647,166.18627,172.16281,178.96198,3578.23,3610.335,3623.883,399.1205,399.1205,403.7899,166.9069,388.30305,439.56315,405.4755,415.71148,452.98785,6917.793,6920.671,6923.315,341.77443,350.56872,354.01596,2,1,"c(-75.1599630997734,  39.9504334037128)",2591.734686160137,157.78348843209062,95.1723293489654,936.8080659982268,214.02548442140088,5.47527283455751,-3.4752728345575097,3.4752728345575097
1200 Chestnut St (near 13 St),180,52,Sun,3,1,345.18111,404.7793,531.8228,105.42583,1652.455,1660.228,293.81281,356.69556,383.0714,49.78763,58.62212,606.50647,166.18627,172.16281,178.96198,3578.23,3610.335,3623.883,399.1205,399.1205,403.7899,166.9069,388.30305,439.56315,405.4755,415.71148,452.98785,6917.793,6920.671,6923.315,341.77443,350.56872,354.01596,2,1,"c(-75.1599630997734,  39.9504334037128)",2591.734686160137,157.78348843209062,95.1723293489654,936.8080659982268,214.02548442140088,5.27640895572234,-2.2764089557223404,2.2764089557223404
1200 Chestnut St (near 13 St),180,52,Fri,4,0,345.18111,404.7793,531.8228,105.42583,1652.455,1660.228,293.81281,356.69556,383.0714,49.78763,58.62212,606.50647,166.18627,172.16281,178.96198,3578.23,3610.335,3623.883,399.1205,399.1205,403.7899,166.9069,388.30305,439.56315,405.4755,415.71148,452.98785,6917.793,6920.671,6923.315,341.77443,350.56872,354.01596,2,1,"c(-75.1599630997734,  39.9504334037128)",2591.734686160137,157.78348843209062,95.1723293489654,936.8080659982268,214.02548442140088,5.47527283455751,-1.4752728345575097,1.4752728345575097
1200 Chestnut St (near 13 St),180,53,Tue,0,0,345.18111,404.7793,531.8228,105.42583,1652.455,1660.228,293.81281,356.69556,383.0714,49.78763,58.62212,606.50647,166.18627,172.16281,178.96198,3578.23,3610.335,3623.883,399.1205,399.1205,403.7899,166.9069,388.30305,439.56315,405.4755,415.71148,452.98785,6917.793,6920.671,6923.315,341.77443,350.56872,354.01596,2,1,"c(-75.1599630997734,  39.9504334037128)",2591.734686160137,157.78348843209062,95.1723293489654,936.8080659982268,214.02548442140088,5.47527283455751,-5.47527283455751,5.47527283455751
1200 Chestnut St (near 13 St),180,53,Wed,0,0,345.18111,404.7793,531.8228,105.42583,1652.455,1660.228,293.81281,356.69556,383.0714,49.78763,58.62212,606.50647,166.18627,172.16281,178.96198,3578.23,3610.335,3623.883,399.1205,399.1205,403.7899,166.9069,388.30305,439.56315,405.4755,415.71148,452.98785,6917.793,6920.671,6923.315,341.77443,350.56872,354.01596,2,1,"c(-75.1599630997734,  39.9504334037128)",2591.734686160137,157.78348843209062,95.1723293489654,936.8080659982268,214.02548442140088,5.47527283455751,-5.47527283455751,5.47527283455751
1200 Chestnut St (near 13 St),180,53,Thu,0,0,345.18111,404.7793,531.8228,105.42583,1652.455,1660.228,293.81281,356.69556,383.0714,49.78763,58.62212,606.50647,166.18627,172.16281,178.96198,3578.23,3610.335,3623.883,399.1205,399.1205,403.7899,166.9069,388.30305,439.56315,405.4755,415.71148,452.98785,6917.793,6920.671,6923.315,341.77443,350.56872,354.01596,2,1,"c(-75.1599630997734,  39.9504334037128)",2591.734686160137,157.78348843209062,95.1723293489654,936.8080659982268,214.02548442140088,5.47527283455751,-5.47527283455751,5.47527283455751
1200 Sansom Street (near 12 Street),187,1,Mon,1,0,59.72438,729.2396,758.7891,1941.452,1998.455,2004.642,61.08797,88.23468,103.1703,663.80351,687.7674,700.43931,169.37761,205.49129,220.76711,3925.364,3957.437,3971.003,372.816,532.8414,532.8414,200.6063,519.00853,564.17677,527.35618,543.19719,550.7581,6607.571,6610.365,6612.924,435.11889,472.2981,486.73912,3,1,"c(-75.1606828400471,  39.9496579482523)",2875.1125334021162,271.3593124826996,98.77400499715762,691.1053729203591,271.23674686096535,1.913290885727284,-0.9132908857272839,0.9132908857272839
1200 Sansom Street (near 12 Street),187,1,Wed,3,0,59.72438,729.2396,758.7891,1941.452,1998.455,2004.642,61.08797,88.23468,103.1703,663.80351,687.7674,700.43931,169.37761,205.49129,220.76711,3925.364,3957.437,3971.003,372.816,532.8414,532.8414,200.6063,519.00853,564.17677,527.35618,543.19719,550.7581,6607.571,6610.365,6612.924,435.11889,472.2981,486.73912,3,1,"c(-75.1606828400471,  39.9496579482523)",2875.1125334021162,271.3593124826996,98.77400499715762,691.1053729203591,271.23674686096535,1.913290885727284,1.086709114272716,1.086709114272716
1200 Sansom Street (near 12 Street),187,1,Sat,1,1,59.72438,729.2396,758.7891,1941.452,1998.455,2004.642,61.08797,88.23468,103.1703,663.80351,687.7674,700.43931,169.37761,205.49129,220.76711,3925.364,3957.437,3971.003,372.816,532.8414,532.8414,200.6063,519.00853,564.17677,527.35618,543.19719,550.7581,6607.571,6610.365,6612.924,435.11889,472.2981,486.73912,3,1,"c(-75.1606828400471,  39.9496579482523)",2875.1125334021162,271.3593124826996,98.77400499715762,691.1053729203591,271.23674686096535,0.19249352305824244,0.8075064769417576,0.8075064769417576
1200 Sansom Street (near 12 Street),187,2,Sun,0,1,59.72438,729.2396,758.7891,1941.452,1998.455,2004.642,61.08797,88.23468,103.1703,663.80351,687.7674,700.43931,169.37761,205.49129,220.76711,3925.364,3957.437,3971.003,372.816,532.8414,532.8414,200.6063,519.00853,564.17677,527.35618,543.19719,550.7581,6607.571,6610.365,6612.924,435.11889,472.2981,486.73912,3,1,"c(-75.1606828400471,  39.9496579482523)",2875.1125334021162,271.3593124826996,98.77400499715762,691.1053729203591,271.23674686096535,0.19249352305824244,-0.19249352305824244,0.19249352305824244
1200 Sansom Street (near 12 Street),187,3,Tue,1,0,59.72438,729.2396,758.7891,1941.452,1998.455,2004.642,61.08797,88.23468,103.1703,663.80351,687.7674,700.43931,169.37761,205.49129,220.76711,3925.364,3957.437,3971.003,372.816,532.8414,532.8414,200.6063,519.00853,564.17677,527.35618,543.19719,550.7581,6607.571,6610.365,6612.924,435.11889,472.2981,486.73912,3,1,"c(-75.1606828400471,  39.9496579482523)",2875.1125334021162,271.3593124826996,98.77400499715762,691.1053729203591,271.23674686096535,1.913290885727284,-0.9132908857272839,0.9132908857272839
1200 Sansom Street (near 12 Street),187,3,Wed,2,0,59.72438,729.2396,758.7891,1941.452,1998.455,2004.642,61.08797,88.23468,103.1703,663.80351,687.7674,700.43931,169.37761,205.49129,220.76711,3925.364,3957.437,3971.003,372.816,532.8414,532.8414,200.6063,519.00853,564.17677,527.35618,543.19719,550.7581,6607.571,6610.365,6612.924,435.11889,472.2981,486.73912,3,1,"c(-75.1606828400471,  39.9496579482523)",2875.1125334021162,271.3593124826996,98.77400499715762,691.1053729203591,271.23674686096535,1.913290885727284,0.0867091142727161,0.0867091142727161
1200 Sansom Street (near 12 Street),187,3,Thu,1,0,59.72438,729.2396,758.7891,1941.452,1998.455,2004.642,61.08797,88.23468,103.1703,663.80351,687.7674,700.43931,169.37761,205.49129,220.76711,3925.364,3957.437,3971.003,372.816,532.8414,532.8414,200.6063,519.00853,564.17677,527.35618,543.19719,550.7581,6607.571,6610.365,6612.924,435.11889,472.2981,486.73912,3,1,"c(-75.1606828400471,  39.9496579482523)",2875.1125334021162,271.3593124826996,98.77400499715762,691.1053729203591,271.23674686096535,1.913290885727284,-0.9132908857272839,0.9132908857272839
1200 Sansom Street (near 12 Street),187,3,Fri,0,0,59.72438,729.2396,758.7891,1941.452,1998.455,2004.642,61.08797,88.23468,103.1703,663.80351,687.7674,700.43931,169.37761,205.49129,220.76711,3925.364,3957.437,3971.003,372.816,532.8414,532.8414,200.6063,519.00853,564.17677,527.35618,543.19719,550.7581,6607.571,6610.365,6612.924,435.11889,472.2981,486.73912,3,1,"c(-75.1606828400471,  39.9496579482523)",2875.1125334021162,271.3593124826996,98.77400499715762,691.1053729203591,271.23674686096535,1.913290885727284,-1.913290885727284,1.913290885727284
1200 Sansom Street (near 12 Street),187,4,Thu,0,0,59.72438,729.2396,758.7891,1941.452,1998.455,2004.642,61.08797,88.23468,103.1703,663.80351,687.7674,700.43931,169.37761,205.49129,220.76711,3925.364,3957.437,3971.003,372.816,532.8414,532.8414,200.6063,519.00853,564.17677,527.35618,543.19719,550.7581,6607.571,6610.365,6612.924,435.11889,472.2981,486.73912,3,1,"c(-75.1606828400471,  39.9496579482523)",2875.1125334021162,271.3593124826996,98.77400499715762,691.1053729203591,271.23674686096535,1.913290885727284,-1.913290885727284,1.913290885727284
1200 Sansom Street (near 12 Street),187,4,Sat,0,1,59.72438,729.2396,758.7891,1941.452,1998.455,2004.642,61.08797,88.23468,103.1703,663.80351,687.7674,700.43931,169.37761,205.49129,220.76711,3925.364,3957.437,3971.003,372.816,532.8414,532.8414,200.6063,519.00853,564.17677,527.35618,543.19719,550.7581,6607.571,6610.365,6612.924,435.11889,472.2981,486.73912,3,1,"c(-75.1606828400471,  39.9496579482523)",2875.1125334021162,271.3593124826996,98.77400499715762,691.1053729203591,271.23674686096535,0.19249352305824244,-0.19249352305824244,0.19249352305824244
1200 Sansom Street (near 12 Street),187,5,Sun,0,1,59.72438,729.2396,758.7891,1941.452,1998.455,2004.642,61.08797,88.23468,103.1703,663.80351,687.7674,700.43931,169.37761,205.49129,220.76711,3925.364,3957.437,3971.003,372.816,532.8414,532.8414,200.6063,519.00853,564.17677,527.35618,543.19719,550.7581,6607.571,6610.365,6612.924,435.11889,472.2981,486.73912,3,1,"c(-75.1606828400471,  39.9496579482523)",2875.1125334021162,271.3593124826996,98.77400499715762,691.1053729203591,271.23674686096535,0.19249352305824244,-0.19249352305824244,0.19249352305824244
1200 Sansom Street (near 12 Street),187,5,Thu,2,0,59.72438,729.2396,758.7891,1941.452,1998.455,2004.642,61.08797,88.23468,103.1703,663.80351,687.7674,700.43931,169.37761,205.49129,220.76711,3925.364,3957.437,3971.003,372.816,532.8414,532.8414,200.6063,519.00853,564.17677,527.35618,543.19719,550.7581,6607.571,6610.365,6612.924,435.11889,472.2981,486.73912,3,1,"c(-75.1606828400471,  39.9496579482523)",2875.1125334021162,271.3593124826996,98.77400499715762,691.1053729203591,271.23674686096535,1.913290885727284,0.0867091142727161,0.0867091142727161
1200 Sansom Street (near 12 Street),187,5,Fri,0,0,59.72438,729.2396,758.7891,1941.452,1998.455,2004.642,61.08797,88.23468,103.1703,663.80351,687.7674,700.43931,169.37761,205.49129,220.76711,3925.364,3957.437,3971.003,372.816,532.8414,532.8414,200.6063,519.00853,564.17677,527.35618,543.19719,550.7581,6607.571,6610.365,6612.924,435.11889,472.2981,486.73912,3,1,"c(-75.1606828400471,  39.9496579482523)",2875.1125334021162,271.3593124826996,98.77400499715762,691.1053729203591,271.23674686096535,1.913290885727284,-1.913290885727284,1.913290885727284
1200 Sansom Street (near 12 Street),187,6,Sat,0,1,59.72438,729.2396,758.7891,1941.452,1998.455,2004.642,61.08797,88.23468,103.1703,663.80351,687.7674,700.43931,169.37761,205.49129,220.76711,3925.364,3957.437,3971.003,372.816,532.8414,532.8414,200.6063,519.00853,564.17677,527.35618,543.19719,550.7581,6607.571,6610.365,6612.924,435.11889,472.2981,486.73912,3,1,"c(-75.1606828400471,  39.9496579482523)",2875.1125334021162,271.3593124826996,98.77400499715762,691.1053729203591,271.23674686096535,0.19249352305824244,-0.19249352305824244,0.19249352305824244
1200 Sansom Street (near 12 Street),187,7,Tue,0,0,59.72438,729.2396,758.7891,1941.452,1998.455,2004.642,61.08797,88.23468,103.1703,663.80351,687.7674,700.43931,169.37761,205.49129,220.76711,3925.364,3957.437,3971.003,372.816,532.8414,532.8414,200.6063,519.00853,564.17677,527.35618,543.19719,550.7581,6607.571,6610.365,6612.924,435.11889,472.2981,486.73912,3,1,"c(-75.1606828400471,  39.9496579482523)",2875.1125334021162,271.3593124826996,98.77400499715762,691.1053729203591,271.23674686096535,1.913290885727284,-1.913290885727284,1.913290885727284
1200 Sansom Street (near 12 Street),187,7,Fri,1,0,59.72438,729.2396,758.7891,1941.452,1998.455,2004.642,61.08797,88.23468,103.1703,663.80351,687.7674,700.43931,169.37761,205.49129,220.76711,3925.364,3957.437,3971.003,372.816,532.8414,532.8414,200.6063,519.00853,564.17677,527.35618,543.19719,550.7581,6607.571,6610.365,6612.924,435.11889,472.2981,486.73912,3,1,"c(-75.1606828400471,  39.9496579482523)",2875.1125334021162,271.3593124826996,98.77400499715762,691.1053729203591,271.23674686096535,1.913290885727284,-0.9132908857272839,0.9132908857272839
1200 Sansom Street (near 12 Street),187,8,Sun,0,1,59.72438,729.2396,758.7891,1941.452,1998.455,2004.642,61.08797,88.23468,103.1703,663.80351,687.7674,700.43931,169.37761,205.49129,220.76711,3925.364,3957.437,3971.003,372.816,532.8414,532.8414,200.6063,519.00853,564.17677,527.35618,543.19719,550.7581,6607.571,6610.365,6612.924,435.11889,472.2981,486.73912,3,1,"c(-75.1606828400471,  39.9496579482523)",2875.1125334021162,271.3593124826996,98.77400499715762,691.1053729203591,271.23674686096535,0.19249352305824244,-0.19249352305824244,0.19249352305824244
1200 Sansom Street (near 12 Street),187,8,Wed,3,0,59.72438,729.2396,758.7891,1941.452,1998.455,2004.642,61.08797,88.23468,103.1703,663.80351,687.7674,700.43931,169.37761,205.49129,220.76711,3925.364,3957.437,3971.003,372.816,532.8414,532.8414,200.6063,519.00853,564.17677,527.35618,543.19719,550.7581,6607.571,6610.365,6612.924,435.11889,472.2981,486.73912,3,1,"c(-75.1606828400471,  39.9496579482523)",2875.1125334021162,271.3593124826996,98.77400499715762,691.1053729203591,271.23674686096535,1.913290885727284,1.086709114272716,1.086709114272716
1200 Sansom Street (near 12 Street),187,9,Mon,2,0,59.72438,729.2396,758.7891,1941.452,1998.455,2004.642,61.08797,88.23468,103.1703,663.80351,687.7674,700.43931,169.37761,205.49129,220.76711,3925.364,3957.437,3971.003,372.816,532.8414,532.8414,200.6063,519.00853,564.17677,527.35618,543.19719,550.7581,6607.571,6610.365,6612.924,435.11889,472.2981,486.73912,3,1,"c(-75.1606828400471,  39.9496579482523)",2875.1125334021162,271.3593124826996,98.77400499715762,691.1053729203591,271.23674686096535,1.913290885727284,0.0867091142727161,0.0867091142727161
1200 Sansom Street (near 12 Street),187,9,Tue,3,0,59.72438,729.2396,758.7891,1941.452,1998.455,2004.642,61.08797,88.23468,103.1703,663.80351,687.7674,700.43931,169.37761,205.49129,220.76711,3925.364,3957.437,3971.003,372.816,532.8414,532.8414,200.6063,519.00853,564.17677,527.35618,543.19719,550.7581,6607.571,6610.365,6612.924,435.11889,472.2981,486.73912,3,1,"c(-75.1606828400471,  39.9496579482523)",2875.1125334021162,271.3593124826996,98.77400499715762,691.1053729203591,271.23674686096535,1.913290885727284,1.086709114272716,1.086709114272716
1200 Sansom Street (near 12 Street),187,10,Tue,3,0,59.72438,729.2396,758.7891,1941.452,1998.455,2004.642,61.08797,88.23468,103.1703,663.80351,687.7674,700.43931,169.37761,205.49129,220.76711,3925.364,3957.437,3971.003,372.816,532.8414,532.8414,200.6063,519.00853,564.17677,527.35618,543.19719,550.7581,6607.571,6610.365,6612.924,435.11889,472.2981,486.73912,3,1,"c(-75.1606828400471,  39.9496579482523)",2875.1125334021162,271.3593124826996,98.77400499715762,691.1053729203591,271.23674686096535,1.913290885727284,1.086709114272716,1.086709114272716
1200 Sansom Street (near 12 Street),187,11,Sun,0,1,59.72438,729.2396,758.7891,1941.452,1998.455,2004.642,61.08797,88.23468,103.1703,663.80351,687.7674,700.43931,169.37761,205.49129,220.76711,3925.364,3957.437,3971.003,372.816,532.8414,532.8414,200.6063,519.00853,564.17677,527.35618,543.19719,550.7581,6607.571,6610.365,6612.924,435.11889,472.2981,486.73912,3,1,"c(-75.1606828400471,  39.9496579482523)",2875.1125334021162,271.3593124826996,98.77400499715762,691.1053729203591,271.23674686096535,0.19249352305824244,-0.19249352305824244,0.19249352305824244
1200 Sansom Street (near 12 Street),187,11,Fri,0,0,59.72438,729.2396,758.7891,1941.452,1998.455,2004.642,61.08797,88.23468,103.1703,663.80351,687.7674,700.43931,169.37761,205.49129,220.76711,3925.364,3957.437,3971.003,372.816,532.8414,532.8414,200.6063,519.00853,564.17677,527.35618,543.19719,550.7581,6607.571,6610.365,6612.924,435.11889,472.2981,486.73912,3,1,"c(-75.1606828400471,  39.9496579482523)",2875.1125334021162,271.3593124826996,98.77400499715762,691.1053729203591,271.23674686096535,1.913290885727284,-1.913290885727284,1.913290885727284
1200 Sansom Street (near 12 Street),187,12,Mon,1,0,59.72438,729.2396,758.7891,1941.452,1998.455,2004.642,61.08797,88.23468,103.1703,663.80351,687.7674,700.43931,169.37761,205.49129,220.76711,3925.364,3957.437,3971.003,372.816,532.8414,532.8414,200.6063,519.00853,564.17677,527.35618,543.19719,550.7581,6607.571,6610.365,6612.924,435.11889,472.2981,486.73912,3,1,"c(-75.1606828400471,  39.9496579482523)",2875.1125334021162,271.3593124826996,98.77400499715762,691.1053729203591,271.23674686096535,1.913290885727284,-0.9132908857272839,0.9132908857272839
