SmartZoneName,curb_zone_id,week,day,bookings,Weekend_dummy,retail_nn1,retail_nn2,retail_nn3,quick_grocery_nn1,quick_grocery_nn2,quick_grocery_nn3,dining_nn1,dining_nn2,dining_nn3,housing_nn1,housing_nn2,housing_nn3,commercial_nn1,commercial_nn2,commercial_nn3,industrial_nn1,industrial_nn2,industrial_nn3,civic_nn1,civic_nn2,civic_nn3,school_nn1,school_nn2,school_nn3,healthcare_nn1,healthcare_nn2,healthcare_nn3,parking_nn1,parking_nn2,parking_nn3,attraction_nn1,attraction_nn2,attraction_nn3,CLASS_2,Bike_Network_dummy,geometry,dist_class_1,dist_class_2,dist_class_3,dist_class_4,dist_class_5,Prediction,Residual,AbsResidual
800 Walnut Street (near 8 Street),17e,10,Sat,0,1,523.597,884.3247,1059.9006,1558.183,194.83925,1997.518,891.4735,978.3254,1029.17363,311.11935,335.1592,345.8634,280.64576,281.41178,282.45853,3818.809,3821.822,3836.955,432.5923,438.4816,459.3795,183.7521,184.8147,188.5864,63.93754,229.21995,230.16045,7842.603,7844.808,7846.771,66.86108,76.21121,103.11062,2,1,"c(-75.1551143203196,  39.9481795127495)",2930.0910569252214,23.45235441355058,219.4772486976668,421.96078962978754,339.5537334789357,0.012390372541339982,-0.012390372541339982,0.012390372541339982
800 Walnut Street (near 8 Street),17e,11,Sun,0,1,523.597,884.3247,1059.9006,1558.183,194.83925,1997.518,891.4735,978.3254,1029.17363,311.11935,335.1592,345.8634,280.64576,281.41178,282.45853,3818.809,3821.822,3836.955,432.5923,438.4816,459.3795,183.7521,184.8147,188.5864,63.93754,229.21995,230.16045,7842.603,7844.808,7846.771,66.86108,76.21121,103.11062,2,1,"c(-75.1551143203196,  39.9481795127495)",2930.0910569252214,23.45235441355058,219.4772486976668,421.96078962978754,339.5537334789357,0.012390372541339982,-0.012390372541339982,0.012390372541339982
800 Walnut Street (near 8 Street),17e,11,Mon,1,0,523.597,884.3247,1059.9006,1558.183,194.83925,1997.518,891.4735,978.3254,1029.17363,311.11935,335.1592,345.8634,280.64576,281.41178,282.45853,3818.809,3821.822,3836.955,432.5923,438.4816,459.3795,183.7521,184.8147,188.5864,63.93754,229.21995,230.16045,7842.603,7844.808,7846.771,66.86108,76.21121,103.11062,2,1,"c(-75.1551143203196,  39.9481795127495)",2930.0910569252214,23.45235441355058,219.4772486976668,421.96078962978754,339.5537334789357,0.47471589698304417,0.5252841030169558,0.5252841030169558
800 Walnut Street (near 8 Street),17e,11,Tue,0,0,523.597,884.3247,1059.9006,1558.183,194.83925,1997.518,891.4735,978.3254,1029.17363,311.11935,335.1592,345.8634,280.64576,281.41178,282.45853,3818.809,3821.822,3836.955,432.5923,438.4816,459.3795,183.7521,184.8147,188.5864,63.93754,229.21995,230.16045,7842.603,7844.808,7846.771,66.86108,76.21121,103.11062,2,1,"c(-75.1551143203196,  39.9481795127495)",2930.0910569252214,23.45235441355058,219.4772486976668,421.96078962978754,339.5537334789357,0.47471589698304417,-0.47471589698304417,0.47471589698304417
800 Walnut Street (near 8 Street),17e,11,Wed,0,0,523.597,884.3247,1059.9006,1558.183,194.83925,1997.518,891.4735,978.3254,1029.17363,311.11935,335.1592,345.8634,280.64576,281.41178,282.45853,3818.809,3821.822,3836.955,432.5923,438.4816,459.3795,183.7521,184.8147,188.5864,63.93754,229.21995,230.16045,7842.603,7844.808,7846.771,66.86108,76.21121,103.11062,2,1,"c(-75.1551143203196,  39.9481795127495)",2930.0910569252214,23.45235441355058,219.4772486976668,421.96078962978754,339.5537334789357,0.47471589698304417,-0.47471589698304417,0.47471589698304417
800 Walnut Street (near 8 Street),17e,11,Thu,1,0,523.597,884.3247,1059.9006,1558.183,194.83925,1997.518,891.4735,978.3254,1029.17363,311.11935,335.1592,345.8634,280.64576,281.41178,282.45853,3818.809,3821.822,3836.955,432.5923,438.4816,459.3795,183.7521,184.8147,188.5864,63.93754,229.21995,230.16045,7842.603,7844.808,7846.771,66.86108,76.21121,103.11062,2,1,"c(-75.1551143203196,  39.9481795127495)",2930.0910569252214,23.45235441355058,219.4772486976668,421.96078962978754,339.5537334789357,0.47471589698304417,0.5252841030169558,0.5252841030169558
800 Walnut Street (near 8 Street),17e,13,Tue,0,0,523.597,884.3247,1059.9006,1558.183,194.83925,1997.518,891.4735,978.3254,1029.17363,311.11935,335.1592,345.8634,280.64576,281.41178,282.45853,3818.809,3821.822,3836.955,432.5923,438.4816,459.3795,183.7521,184.8147,188.5864,63.93754,229.21995,230.16045,7842.603,7844.808,7846.771,66.86108,76.21121,103.11062,2,1,"c(-75.1551143203196,  39.9481795127495)",2930.0910569252214,23.45235441355058,219.4772486976668,421.96078962978754,339.5537334789357,0.47471589698304417,-0.47471589698304417,0.47471589698304417
800 Walnut Street (near 8 Street),17e,13,Thu,0,0,523.597,884.3247,1059.9006,1558.183,194.83925,1997.518,891.4735,978.3254,1029.17363,311.11935,335.1592,345.8634,280.64576,281.41178,282.45853,3818.809,3821.822,3836.955,432.5923,438.4816,459.3795,183.7521,184.8147,188.5864,63.93754,229.21995,230.16045,7842.603,7844.808,7846.771,66.86108,76.21121,103.11062,2,1,"c(-75.1551143203196,  39.9481795127495)",2930.0910569252214,23.45235441355058,219.4772486976668,421.96078962978754,339.5537334789357,0.47471589698304417,-0.47471589698304417,0.47471589698304417
800 Walnut Street (near 8 Street),17e,13,Fri,0,0,523.597,884.3247,1059.9006,1558.183,194.83925,1997.518,891.4735,978.3254,1029.17363,311.11935,335.1592,345.8634,280.64576,281.41178,282.45853,3818.809,3821.822,3836.955,432.5923,438.4816,459.3795,183.7521,184.8147,188.5864,63.93754,229.21995,230.16045,7842.603,7844.808,7846.771,66.86108,76.21121,103.11062,2,1,"c(-75.1551143203196,  39.9481795127495)",2930.0910569252214,23.45235441355058,219.4772486976668,421.96078962978754,339.5537334789357,0.47471589698304417,-0.47471589698304417,0.47471589698304417
800 Walnut Street (near 8 Street),17e,13,Sat,0,1,523.597,884.3247,1059.9006,1558.183,194.83925,1997.518,891.4735,978.3254,1029.17363,311.11935,335.1592,345.8634,280.64576,281.41178,282.45853,3818.809,3821.822,3836.955,432.5923,438.4816,459.3795,183.7521,184.8147,188.5864,63.93754,229.21995,230.16045,7842.603,7844.808,7846.771,66.86108,76.21121,103.11062,2,1,"c(-75.1551143203196,  39.9481795127495)",2930.0910569252214,23.45235441355058,219.4772486976668,421.96078962978754,339.5537334789357,0.012390372541339982,-0.012390372541339982,0.012390372541339982
800 Walnut Street (near 8 Street),17e,14,Sat,0,1,523.597,884.3247,1059.9006,1558.183,194.83925,1997.518,891.4735,978.3254,1029.17363,311.11935,335.1592,345.8634,280.64576,281.41178,282.45853,3818.809,3821.822,3836.955,432.5923,438.4816,459.3795,183.7521,184.8147,188.5864,63.93754,229.21995,230.16045,7842.603,7844.808,7846.771,66.86108,76.21121,103.11062,2,1,"c(-75.1551143203196,  39.9481795127495)",2930.0910569252214,23.45235441355058,219.4772486976668,421.96078962978754,339.5537334789357,0.012390372541339982,-0.012390372541339982,0.012390372541339982
800 Walnut Street (near 8 Street),17e,15,Fri,0,0,523.597,884.3247,1059.9006,1558.183,194.83925,1997.518,891.4735,978.3254,1029.17363,311.11935,335.1592,345.8634,280.64576,281.41178,282.45853,3818.809,3821.822,3836.955,432.5923,438.4816,459.3795,183.7521,184.8147,188.5864,63.93754,229.21995,230.16045,7842.603,7844.808,7846.771,66.86108,76.21121,103.11062,2,1,"c(-75.1551143203196,  39.9481795127495)",2930.0910569252214,23.45235441355058,219.4772486976668,421.96078962978754,339.5537334789357,0.47471589698304417,-0.47471589698304417,0.47471589698304417
800 Walnut Street (near 8 Street),17e,15,Sat,0,1,523.597,884.3247,1059.9006,1558.183,194.83925,1997.518,891.4735,978.3254,1029.17363,311.11935,335.1592,345.8634,280.64576,281.41178,282.45853,3818.809,3821.822,3836.955,432.5923,438.4816,459.3795,183.7521,184.8147,188.5864,63.93754,229.21995,230.16045,7842.603,7844.808,7846.771,66.86108,76.21121,103.11062,2,1,"c(-75.1551143203196,  39.9481795127495)",2930.0910569252214,23.45235441355058,219.4772486976668,421.96078962978754,339.5537334789357,0.012390372541339982,-0.012390372541339982,0.012390372541339982
800 Walnut Street (near 8 Street),17e,42,Sun,0,1,523.597,884.3247,1059.9006,1558.183,194.83925,1997.518,891.4735,978.3254,1029.17363,311.11935,335.1592,345.8634,280.64576,281.41178,282.45853,3818.809,3821.822,3836.955,432.5923,438.4816,459.3795,183.7521,184.8147,188.5864,63.93754,229.21995,230.16045,7842.603,7844.808,7846.771,66.86108,76.21121,103.11062,2,1,"c(-75.1551143203196,  39.9481795127495)",2930.0910569252214,23.45235441355058,219.4772486976668,421.96078962978754,339.5537334789357,0.012390372541339982,-0.012390372541339982,0.012390372541339982
800 Walnut Street (near 8 Street),17e,42,Tue,1,0,523.597,884.3247,1059.9006,1558.183,194.83925,1997.518,891.4735,978.3254,1029.17363,311.11935,335.1592,345.8634,280.64576,281.41178,282.45853,3818.809,3821.822,3836.955,432.5923,438.4816,459.3795,183.7521,184.8147,188.5864,63.93754,229.21995,230.16045,7842.603,7844.808,7846.771,66.86108,76.21121,103.11062,2,1,"c(-75.1551143203196,  39.9481795127495)",2930.0910569252214,23.45235441355058,219.4772486976668,421.96078962978754,339.5537334789357,0.47471589698304417,0.5252841030169558,0.5252841030169558
800 Walnut Street (near 8 Street),17e,42,Fri,0,0,523.597,884.3247,1059.9006,1558.183,194.83925,1997.518,891.4735,978.3254,1029.17363,311.11935,335.1592,345.8634,280.64576,281.41178,282.45853,3818.809,3821.822,3836.955,432.5923,438.4816,459.3795,183.7521,184.8147,188.5864,63.93754,229.21995,230.16045,7842.603,7844.808,7846.771,66.86108,76.21121,103.11062,2,1,"c(-75.1551143203196,  39.9481795127495)",2930.0910569252214,23.45235441355058,219.4772486976668,421.96078962978754,339.5537334789357,0.47471589698304417,-0.47471589698304417,0.47471589698304417
800 Walnut Street (near 8 Street),17e,43,Mon,0,0,523.597,884.3247,1059.9006,1558.183,194.83925,1997.518,891.4735,978.3254,1029.17363,311.11935,335.1592,345.8634,280.64576,281.41178,282.45853,3818.809,3821.822,3836.955,432.5923,438.4816,459.3795,183.7521,184.8147,188.5864,63.93754,229.21995,230.16045,7842.603,7844.808,7846.771,66.86108,76.21121,103.11062,2,1,"c(-75.1551143203196,  39.9481795127495)",2930.0910569252214,23.45235441355058,219.4772486976668,421.96078962978754,339.5537334789357,0.47471589698304417,-0.47471589698304417,0.47471589698304417
800 Walnut Street (near 8 Street),17e,43,Tue,0,0,523.597,884.3247,1059.9006,1558.183,194.83925,1997.518,891.4735,978.3254,1029.17363,311.11935,335.1592,345.8634,280.64576,281.41178,282.45853,3818.809,3821.822,3836.955,432.5923,438.4816,459.3795,183.7521,184.8147,188.5864,63.93754,229.21995,230.16045,7842.603,7844.808,7846.771,66.86108,76.21121,103.11062,2,1,"c(-75.1551143203196,  39.9481795127495)",2930.0910569252214,23.45235441355058,219.4772486976668,421.96078962978754,339.5537334789357,0.47471589698304417,-0.47471589698304417,0.47471589698304417
800 Walnut Street (near 8 Street),17e,44,Tue,1,0,523.597,884.3247,1059.9006,1558.183,194.83925,1997.518,891.4735,978.3254,1029.17363,311.11935,335.1592,345.8634,280.64576,281.41178,282.45853,3818.809,3821.822,3836.955,432.5923,438.4816,459.3795,183.7521,184.8147,188.5864,63.93754,229.21995,230.16045,7842.603,7844.808,7846.771,66.86108,76.21121,103.11062,2,1,"c(-75.1551143203196,  39.9481795127495)",2930.0910569252214,23.45235441355058,219.4772486976668,421.96078962978754,339.5537334789357,0.47471589698304417,0.5252841030169558,0.5252841030169558
800 Walnut Street (near 8 Street),17e,44,Wed,0,0,523.597,884.3247,1059.9006,1558.183,194.83925,1997.518,891.4735,978.3254,1029.17363,311.11935,335.1592,345.8634,280.64576,281.41178,282.45853,3818.809,3821.822,3836.955,432.5923,438.4816,459.3795,183.7521,184.8147,188.5864,63.93754,229.21995,230.16045,7842.603,7844.808,7846.771,66.86108,76.21121,103.11062,2,1,"c(-75.1551143203196,  39.9481795127495)",2930.0910569252214,23.45235441355058,219.4772486976668,421.96078962978754,339.5537334789357,0.47471589698304417,-0.47471589698304417,0.47471589698304417
800 Walnut Street (near 8 Street),17e,44,Thu,0,0,523.597,884.3247,1059.9006,1558.183,194.83925,1997.518,891.4735,978.3254,1029.17363,311.11935,335.1592,345.8634,280.64576,281.41178,282.45853,3818.809,3821.822,3836.955,432.5923,438.4816,459.3795,183.7521,184.8147,188.5864,63.93754,229.21995,230.16045,7842.603,7844.808,7846.771,66.86108,76.21121,103.11062,2,1,"c(-75.1551143203196,  39.9481795127495)",2930.0910569252214,23.45235441355058,219.4772486976668,421.96078962978754,339.5537334789357,0.47471589698304417,-0.47471589698304417,0.47471589698304417
800 Walnut Street (near 8 Street),17e,44,Fri,0,0,523.597,884.3247,1059.9006,1558.183,194.83925,1997.518,891.4735,978.3254,1029.17363,311.11935,335.1592,345.8634,280.64576,281.41178,282.45853,3818.809,3821.822,3836.955,432.5923,438.4816,459.3795,183.7521,184.8147,188.5864,63.93754,229.21995,230.16045,7842.603,7844.808,7846.771,66.86108,76.21121,103.11062,2,1,"c(-75.1551143203196,  39.9481795127495)",2930.0910569252214,23.45235441355058,219.4772486976668,421.96078962978754,339.5537334789357,0.47471589698304417,-0.47471589698304417,0.47471589698304417
800 Walnut Street (near 8 Street),17e,45,Mon,1,0,523.597,884.3247,1059.9006,1558.183,194.83925,1997.518,891.4735,978.3254,1029.17363,311.11935,335.1592,345.8634,280.64576,281.41178,282.45853,3818.809,3821.822,3836.955,432.5923,438.4816,459.3795,183.7521,184.8147,188.5864,63.93754,229.21995,230.16045,7842.603,7844.808,7846.771,66.86108,76.21121,103.11062,2,1,"c(-75.1551143203196,  39.9481795127495)",2930.0910569252214,23.45235441355058,219.4772486976668,421.96078962978754,339.5537334789357,0.47471589698304417,0.5252841030169558,0.5252841030169558
800 Walnut Street (near 8 Street),17e,45,Wed,1,0,523.597,884.3247,1059.9006,1558.183,194.83925,1997.518,891.4735,978.3254,1029.17363,311.11935,335.1592,345.8634,280.64576,281.41178,282.45853,3818.809,3821.822,3836.955,432.5923,438.4816,459.3795,183.7521,184.8147,188.5864,63.93754,229.21995,230.16045,7842.603,7844.808,7846.771,66.86108,76.21121,103.11062,2,1,"c(-75.1551143203196,  39.9481795127495)",2930.0910569252214,23.45235441355058,219.4772486976668,421.96078962978754,339.5537334789357,0.47471589698304417,0.5252841030169558,0.5252841030169558
800 Walnut Street (near 8 Street),17e,45,Thu,0,0,523.597,884.3247,1059.9006,1558.183,194.83925,1997.518,891.4735,978.3254,1029.17363,311.11935,335.1592,345.8634,280.64576,281.41178,282.45853,3818.809,3821.822,3836.955,432.5923,438.4816,459.3795,183.7521,184.8147,188.5864,63.93754,229.21995,230.16045,7842.603,7844.808,7846.771,66.86108,76.21121,103.11062,2,1,"c(-75.1551143203196,  39.9481795127495)",2930.0910569252214,23.45235441355058,219.4772486976668,421.96078962978754,339.5537334789357,0.47471589698304417,-0.47471589698304417,0.47471589698304417
800 Walnut Street (near 8 Street),17e,46,Mon,1,0,523.597,884.3247,1059.9006,1558.183,194.83925,1997.518,891.4735,978.3254,1029.17363,311.11935,335.1592,345.8634,280.64576,281.41178,282.45853,3818.809,3821.822,3836.955,432.5923,438.4816,459.3795,183.7521,184.8147,188.5864,63.93754,229.21995,230.16045,7842.603,7844.808,7846.771,66.86108,76.21121,103.11062,2,1,"c(-75.1551143203196,  39.9481795127495)",2930.0910569252214,23.45235441355058,219.4772486976668,421.96078962978754,339.5537334789357,0.47471589698304417,0.5252841030169558,0.5252841030169558
800 Walnut Street (near 8 Street),17e,46,Thu,1,0,523.597,884.3247,1059.9006,1558.183,194.83925,1997.518,891.4735,978.3254,1029.17363,311.11935,335.1592,345.8634,280.64576,281.41178,282.45853,3818.809,3821.822,3836.955,432.5923,438.4816,459.3795,183.7521,184.8147,188.5864,63.93754,229.21995,230.16045,7842.603,7844.808,7846.771,66.86108,76.21121,103.11062,2,1,"c(-75.1551143203196,  39.9481795127495)",2930.0910569252214,23.45235441355058,219.4772486976668,421.96078962978754,339.5537334789357,0.47471589698304417,0.5252841030169558,0.5252841030169558
800 Walnut Street (near 8 Street),17e,46,Fri,0,0,523.597,884.3247,1059.9006,1558.183,194.83925,1997.518,891.4735,978.3254,1029.17363,311.11935,335.1592,345.8634,280.64576,281.41178,282.45853,3818.809,3821.822,3836.955,432.5923,438.4816,459.3795,183.7521,184.8147,188.5864,63.93754,229.21995,230.16045,7842.603,7844.808,7846.771,66.86108,76.21121,103.11062,2,1,"c(-75.1551143203196,  39.9481795127495)",2930.0910569252214,23.45235441355058,219.4772486976668,421.96078962978754,339.5537334789357,0.47471589698304417,-0.47471589698304417,0.47471589698304417
800 Walnut Street (near 8 Street),17e,46,Sat,0,1,523.597,884.3247,1059.9006,1558.183,194.83925,1997.518,891.4735,978.3254,1029.17363,311.11935,335.1592,345.8634,280.64576,281.41178,282.45853,3818.809,3821.822,3836.955,432.5923,438.4816,459.3795,183.7521,184.8147,188.5864,63.93754,229.21995,230.16045,7842.603,7844.808,7846.771,66.86108,76.21121,103.11062,2,1,"c(-75.1551143203196,  39.9481795127495)",2930.0910569252214,23.45235441355058,219.4772486976668,421.96078962978754,339.5537334789357,0.012390372541339982,-0.012390372541339982,0.012390372541339982
800 Walnut Street (near 8 Street),17e,51,Sun,0,1,523.597,884.3247,1059.9006,1558.183,194.83925,1997.518,891.4735,978.3254,1029.17363,311.11935,335.1592,345.8634,280.64576,281.41178,282.45853,3818.809,3821.822,3836.955,432.5923,438.4816,459.3795,183.7521,184.8147,188.5864,63.93754,229.21995,230.16045,7842.603,7844.808,7846.771,66.86108,76.21121,103.11062,2,1,"c(-75.1551143203196,  39.9481795127495)",2930.0910569252214,23.45235441355058,219.4772486976668,421.96078962978754,339.5537334789357,0.012390372541339982,-0.012390372541339982,0.012390372541339982
800 Walnut Street (near 8 Street),17e,51,Tue,0,0,523.597,884.3247,1059.9006,1558.183,194.83925,1997.518,891.4735,978.3254,1029.17363,311.11935,335.1592,345.8634,280.64576,281.41178,282.45853,3818.809,3821.822,3836.955,432.5923,438.4816,459.3795,183.7521,184.8147,188.5864,63.93754,229.21995,230.16045,7842.603,7844.808,7846.771,66.86108,76.21121,103.11062,2,1,"c(-75.1551143203196,  39.9481795127495)",2930.0910569252214,23.45235441355058,219.4772486976668,421.96078962978754,339.5537334789357,0.47471589698304417,-0.47471589698304417,0.47471589698304417
800 Walnut Street (near 8 Street),17e,51,Thu,0,0,523.597,884.3247,1059.9006,1558.183,194.83925,1997.518,891.4735,978.3254,1029.17363,311.11935,335.1592,345.8634,280.64576,281.41178,282.45853,3818.809,3821.822,3836.955,432.5923,438.4816,459.3795,183.7521,184.8147,188.5864,63.93754,229.21995,230.16045,7842.603,7844.808,7846.771,66.86108,76.21121,103.11062,2,1,"c(-75.1551143203196,  39.9481795127495)",2930.0910569252214,23.45235441355058,219.4772486976668,421.96078962978754,339.5537334789357,0.47471589698304417,-0.47471589698304417,0.47471589698304417
800 Walnut Street (near 8 Street),17e,52,Fri,1,0,523.597,884.3247,1059.9006,1558.183,194.83925,1997.518,891.4735,978.3254,1029.17363,311.11935,335.1592,345.8634,280.64576,281.41178,282.45853,3818.809,3821.822,3836.955,432.5923,438.4816,459.3795,183.7521,184.8147,188.5864,63.93754,229.21995,230.16045,7842.603,7844.808,7846.771,66.86108,76.21121,103.11062,2,1,"c(-75.1551143203196,  39.9481795127495)",2930.0910569252214,23.45235441355058,219.4772486976668,421.96078962978754,339.5537334789357,0.47471589698304417,0.5252841030169558,0.5252841030169558
800 Walnut Street (near 8 Street),17e,52,Sat,0,1,523.597,884.3247,1059.9006,1558.183,194.83925,1997.518,891.4735,978.3254,1029.17363,311.11935,335.1592,345.8634,280.64576,281.41178,282.45853,3818.809,3821.822,3836.955,432.5923,438.4816,459.3795,183.7521,184.8147,188.5864,63.93754,229.21995,230.16045,7842.603,7844.808,7846.771,66.86108,76.21121,103.11062,2,1,"c(-75.1551143203196,  39.9481795127495)",2930.0910569252214,23.45235441355058,219.4772486976668,421.96078962978754,339.5537334789357,0.012390372541339982,-0.012390372541339982,0.012390372541339982
900 Chestnut St (near 10 St),182,1,Sun,4,1,238.0488,469.3118,604.0395,1396.012,1445.628,1472.113,766.6367,1013.3647,1188.487,79.26219,101.0339,111.388,338.28007,342.00863,346.86527,3230.982,3236.941,3251.997,471.4799,471.4799,493.6934,86.64106,102.91038,120.55655,60.95652,109.6801,126.94841,8038.691,8041.181,8043.431,418.07344,419.11178,420.33538,2,1,"c(-75.1551698189308,  39.94983433568)",2474.26027094571,136.15777894997487,123.84928660216647,667.5793855121271,238.20192554666394,1.8529903398662737,2.147009660133726,2.147009660133726
900 Chestnut St (near 10 St),182,1,Mon,1,0,238.0488,469.3118,604.0395,1396.012,1445.628,1472.113,766.6367,1013.3647,1188.487,79.26219,101.0339,111.388,338.28007,342.00863,346.86527,3230.982,3236.941,3251.997,471.4799,471.4799,493.6934,86.64106,102.91038,120.55655,60.95652,109.6801,126.94841,8038.691,8041.181,8043.431,418.07344,419.11178,420.33538,2,1,"c(-75.1551698189308,  39.94983433568)",2474.26027094571,136.15777894997487,123.84928660216647,667.5793855121271,238.20192554666394,2.9314790783673508,-1.9314790783673508,1.9314790783673508
900 Chestnut St (near 10 St),182,1,Thu,4,0,238.0488,469.3118,604.0395,1396.012,1445.628,1472.113,766.6367,1013.3647,1188.487,79.26219,101.0339,111.388,338.28007,342.00863,346.86527,3230.982,3236.941,3251.997,471.4799,471.4799,493.6934,86.64106,102.91038,120.55655,60.95652,109.6801,126.94841,8038.691,8041.181,8043.431,418.07344,419.11178,420.33538,2,1,"c(-75.1551698189308,  39.94983433568)",2474.26027094571,136.15777894997487,123.84928660216647,667.5793855121271,238.20192554666394,2.9314790783673508,1.0685209216326492,1.0685209216326492
900 Chestnut St (near 10 St),182,4,Sun,0,1,238.0488,469.3118,604.0395,1396.012,1445.628,1472.113,766.6367,1013.3647,1188.487,79.26219,101.0339,111.388,338.28007,342.00863,346.86527,3230.982,3236.941,3251.997,471.4799,471.4799,493.6934,86.64106,102.91038,120.55655,60.95652,109.6801,126.94841,8038.691,8041.181,8043.431,418.07344,419.11178,420.33538,2,1,"c(-75.1551698189308,  39.94983433568)",2474.26027094571,136.15777894997487,123.84928660216647,667.5793855121271,238.20192554666394,1.8529903398662737,-1.8529903398662737,1.8529903398662737
900 Chestnut St (near 10 St),182,4,Tue,3,0,238.0488,469.3118,604.0395,1396.012,1445.628,1472.113,766.6367,1013.3647,1188.487,79.26219,101.0339,111.388,338.28007,342.00863,346.86527,3230.982,3236.941,3251.997,471.4799,471.4799,493.6934,86.64106,102.91038,120.55655,60.95652,109.6801,126.94841,8038.691,8041.181,8043.431,418.07344,419.11178,420.33538,2,1,"c(-75.1551698189308,  39.94983433568)",2474.26027094571,136.15777894997487,123.84928660216647,667.5793855121271,238.20192554666394,2.9314790783673508,0.06852092163264922,0.06852092163264922
900 Chestnut St (near 10 St),182,4,Wed,0,0,238.0488,469.3118,604.0395,1396.012,1445.628,1472.113,766.6367,1013.3647,1188.487,79.26219,101.0339,111.388,338.28007,342.00863,346.86527,3230.982,3236.941,3251.997,471.4799,471.4799,493.6934,86.64106,102.91038,120.55655,60.95652,109.6801,126.94841,8038.691,8041.181,8043.431,418.07344,419.11178,420.33538,2,1,"c(-75.1551698189308,  39.94983433568)",2474.26027094571,136.15777894997487,123.84928660216647,667.5793855121271,238.20192554666394,2.9314790783673508,-2.9314790783673508,2.9314790783673508
900 Chestnut St (near 10 St),182,4,Thu,2,0,238.0488,469.3118,604.0395,1396.012,1445.628,1472.113,766.6367,1013.3647,1188.487,79.26219,101.0339,111.388,338.28007,342.00863,346.86527,3230.982,3236.941,3251.997,471.4799,471.4799,493.6934,86.64106,102.91038,120.55655,60.95652,109.6801,126.94841,8038.691,8041.181,8043.431,418.07344,419.11178,420.33538,2,1,"c(-75.1551698189308,  39.94983433568)",2474.26027094571,136.15777894997487,123.84928660216647,667.5793855121271,238.20192554666394,2.9314790783673508,-0.9314790783673508,0.9314790783673508
900 Chestnut St (near 10 St),182,4,Sat,3,1,238.0488,469.3118,604.0395,1396.012,1445.628,1472.113,766.6367,1013.3647,1188.487,79.26219,101.0339,111.388,338.28007,342.00863,346.86527,3230.982,3236.941,3251.997,471.4799,471.4799,493.6934,86.64106,102.91038,120.55655,60.95652,109.6801,126.94841,8038.691,8041.181,8043.431,418.07344,419.11178,420.33538,2,1,"c(-75.1551698189308,  39.94983433568)",2474.26027094571,136.15777894997487,123.84928660216647,667.5793855121271,238.20192554666394,1.8529903398662737,1.1470096601337263,1.1470096601337263
900 Chestnut St (near 10 St),182,5,Mon,0,0,238.0488,469.3118,604.0395,1396.012,1445.628,1472.113,766.6367,1013.3647,1188.487,79.26219,101.0339,111.388,338.28007,342.00863,346.86527,3230.982,3236.941,3251.997,471.4799,471.4799,493.6934,86.64106,102.91038,120.55655,60.95652,109.6801,126.94841,8038.691,8041.181,8043.431,418.07344,419.11178,420.33538,2,1,"c(-75.1551698189308,  39.94983433568)",2474.26027094571,136.15777894997487,123.84928660216647,667.5793855121271,238.20192554666394,2.9314790783673508,-2.9314790783673508,2.9314790783673508
900 Chestnut St (near 10 St),182,5,Wed,2,0,238.0488,469.3118,604.0395,1396.012,1445.628,1472.113,766.6367,1013.3647,1188.487,79.26219,101.0339,111.388,338.28007,342.00863,346.86527,3230.982,3236.941,3251.997,471.4799,471.4799,493.6934,86.64106,102.91038,120.55655,60.95652,109.6801,126.94841,8038.691,8041.181,8043.431,418.07344,419.11178,420.33538,2,1,"c(-75.1551698189308,  39.94983433568)",2474.26027094571,136.15777894997487,123.84928660216647,667.5793855121271,238.20192554666394,2.9314790783673508,-0.9314790783673508,0.9314790783673508
900 Chestnut St (near 10 St),182,6,Fri,6,0,238.0488,469.3118,604.0395,1396.012,1445.628,1472.113,766.6367,1013.3647,1188.487,79.26219,101.0339,111.388,338.28007,342.00863,346.86527,3230.982,3236.941,3251.997,471.4799,471.4799,493.6934,86.64106,102.91038,120.55655,60.95652,109.6801,126.94841,8038.691,8041.181,8043.431,418.07344,419.11178,420.33538,2,1,"c(-75.1551698189308,  39.94983433568)",2474.26027094571,136.15777894997487,123.84928660216647,667.5793855121271,238.20192554666394,2.9314790783673508,3.0685209216326492,3.0685209216326492
900 Chestnut St (near 10 St),182,6,Sat,3,1,238.0488,469.3118,604.0395,1396.012,1445.628,1472.113,766.6367,1013.3647,1188.487,79.26219,101.0339,111.388,338.28007,342.00863,346.86527,3230.982,3236.941,3251.997,471.4799,471.4799,493.6934,86.64106,102.91038,120.55655,60.95652,109.6801,126.94841,8038.691,8041.181,8043.431,418.07344,419.11178,420.33538,2,1,"c(-75.1551698189308,  39.94983433568)",2474.26027094571,136.15777894997487,123.84928660216647,667.5793855121271,238.20192554666394,1.8529903398662737,1.1470096601337263,1.1470096601337263
900 Chestnut St (near 10 St),182,7,Mon,3,0,238.0488,469.3118,604.0395,1396.012,1445.628,1472.113,766.6367,1013.3647,1188.487,79.26219,101.0339,111.388,338.28007,342.00863,346.86527,3230.982,3236.941,3251.997,471.4799,471.4799,493.6934,86.64106,102.91038,120.55655,60.95652,109.6801,126.94841,8038.691,8041.181,8043.431,418.07344,419.11178,420.33538,2,1,"c(-75.1551698189308,  39.94983433568)",2474.26027094571,136.15777894997487,123.84928660216647,667.5793855121271,238.20192554666394,2.9314790783673508,0.06852092163264922,0.06852092163264922
