SmartZoneName,curb_zone_id,week,car,freight,truck,van,Sun,Mon,Tue,Wed,Thu,Fri,Sat,Mid_Day,overnight,PM_Rush,Total_Events,Total_Dwell_Time,Average_Dwell_Time,Precipitation,log_events,retail_nn1,retail_nn2,retail_nn3,quick_grocery_nn1,quick_grocery_nn2,quick_grocery_nn3,dining_nn1,dining_nn2,dining_nn3,housing_nn1,housing_nn2,housing_nn3,commercial_nn1,commercial_nn2,commercial_nn3,industrial_nn1,industrial_nn2,industrial_nn3,civic_nn1,civic_nn2,civic_nn3,school_nn1,school_nn2,school_nn3,healthcare_nn1,healthcare_nn2,healthcare_nn3,parking_nn1,parking_nn2,parking_nn3,attraction_nn1,attraction_nn2,attraction_nn3
800 Walnut Street (near 8 Street),17e,11,0,0,0,2,0,1,0,0,1,0,0,2,0,0,"2",198.71,99.355,0.6058,0.301029995663981," 523.5970"," 884.3247","1059.9006","1558.183","194.83925","1997.518"," 891.4735"," 978.3254","1029.17363"," 311.11935"," 335.1592"," 345.8634"," 280.64576"," 281.41178"," 282.45853","3818.809","3821.822","3836.955"," 432.5923"," 438.4816"," 459.3795"," 183.75210"," 184.8147"," 188.5864","  63.93754"," 229.21995"," 230.16045","7842.603","7844.808","7846.771","  66.86108","  76.21121"," 103.11062"
800 Walnut Street (near 8 Street),17e,12,0,0,1,2,0,2,0,1,0,0,0,3,0,0,"3",214.02,71.34,5.4921,0.477121254719662," 523.5970"," 884.3247","1059.9006","1558.183","194.83925","1997.518"," 891.4735"," 978.3254","1029.17363"," 311.11935"," 335.1592"," 345.8634"," 280.64576"," 281.41178"," 282.45853","3818.809","3821.822","3836.955"," 432.5923"," 438.4816"," 459.3795"," 183.75210"," 184.8147"," 188.5864","  63.93754"," 229.21995"," 230.16045","7842.603","7844.808","7846.771","  66.86108","  76.21121"," 103.11062"
800 Walnut Street (near 8 Street),17e,13,0,0,0,1,0,1,0,0,0,0,0,1,0,0,"1",120,120,6.4729,0," 523.5970"," 884.3247","1059.9006","1558.183","194.83925","1997.518"," 891.4735"," 978.3254","1029.17363"," 311.11935"," 335.1592"," 345.8634"," 280.64576"," 281.41178"," 282.45853","3818.809","3821.822","3836.955"," 432.5923"," 438.4816"," 459.3795"," 183.75210"," 184.8147"," 188.5864","  63.93754"," 229.21995"," 230.16045","7842.603","7844.808","7846.771","  66.86108","  76.21121"," 103.11062"
800 Walnut Street (near 8 Street),17e,14,0,0,0,1,0,0,0,1,0,0,0,1,0,0,"1",21.73,21.73,0.3601,0," 523.5970"," 884.3247","1059.9006","1558.183","194.83925","1997.518"," 891.4735"," 978.3254","1029.17363"," 311.11935"," 335.1592"," 345.8634"," 280.64576"," 281.41178"," 282.45853","3818.809","3821.822","3836.955"," 432.5923"," 438.4816"," 459.3795"," 183.75210"," 184.8147"," 188.5864","  63.93754"," 229.21995"," 230.16045","7842.603","7844.808","7846.771","  66.86108","  76.21121"," 103.11062"
800 Walnut Street (near 8 Street),17e,15,0,1,0,1,0,1,0,1,0,0,0,2,0,0,"2",49.19,24.595,0.0005,0.301029995663981," 523.5970"," 884.3247","1059.9006","1558.183","194.83925","1997.518"," 891.4735"," 978.3254","1029.17363"," 311.11935"," 335.1592"," 345.8634"," 280.64576"," 281.41178"," 282.45853","3818.809","3821.822","3836.955"," 432.5923"," 438.4816"," 459.3795"," 183.75210"," 184.8147"," 188.5864","  63.93754"," 229.21995"," 230.16045","7842.603","7844.808","7846.771","  66.86108","  76.21121"," 103.11062"
800 Walnut Street (near 8 Street),17e,42,0,0,0,2,0,0,1,0,1,0,0,2,0,0,"2",164.76,82.38,5.6804,0.301029995663981," 523.5970"," 884.3247","1059.9006","1558.183","194.83925","1997.518"," 891.4735"," 978.3254","1029.17363"," 311.11935"," 335.1592"," 345.8634"," 280.64576"," 281.41178"," 282.45853","3818.809","3821.822","3836.955"," 432.5923"," 438.4816"," 459.3795"," 183.75210"," 184.8147"," 188.5864","  63.93754"," 229.21995"," 230.16045","7842.603","7844.808","7846.771","  66.86108","  76.21121"," 103.11062"
800 Walnut Street (near 8 Street),17e,43,0,0,0,1,0,0,0,1,0,0,0,1,0,0,"1",94.31,94.31,6.0934,0," 523.5970"," 884.3247","1059.9006","1558.183","194.83925","1997.518"," 891.4735"," 978.3254","1029.17363"," 311.11935"," 335.1592"," 345.8634"," 280.64576"," 281.41178"," 282.45853","3818.809","3821.822","3836.955"," 432.5923"," 438.4816"," 459.3795"," 183.75210"," 184.8147"," 188.5864","  63.93754"," 229.21995"," 230.16045","7842.603","7844.808","7846.771","  66.86108","  76.21121"," 103.11062"
800 Walnut Street (near 8 Street),17e,44,0,0,1,0,0,0,1,0,0,0,0,1,0,0,"1",20.61,20.61,1.3507,0," 523.5970"," 884.3247","1059.9006","1558.183","194.83925","1997.518"," 891.4735"," 978.3254","1029.17363"," 311.11935"," 335.1592"," 345.8634"," 280.64576"," 281.41178"," 282.45853","3818.809","3821.822","3836.955"," 432.5923"," 438.4816"," 459.3795"," 183.75210"," 184.8147"," 188.5864","  63.93754"," 229.21995"," 230.16045","7842.603","7844.808","7846.771","  66.86108","  76.21121"," 103.11062"
800 Walnut Street (near 8 Street),17e,45,0,0,1,2,0,1,1,1,0,0,0,3,0,0,"3",109.59,36.53,3.4217,0.477121254719662," 523.5970"," 884.3247","1059.9006","1558.183","194.83925","1997.518"," 891.4735"," 978.3254","1029.17363"," 311.11935"," 335.1592"," 345.8634"," 280.64576"," 281.41178"," 282.45853","3818.809","3821.822","3836.955"," 432.5923"," 438.4816"," 459.3795"," 183.75210"," 184.8147"," 188.5864","  63.93754"," 229.21995"," 230.16045","7842.603","7844.808","7846.771","  66.86108","  76.21121"," 103.11062"
800 Walnut Street (near 8 Street),17e,46,0,0,0,2,0,1,0,0,1,0,0,2,0,0,"2",99.38,49.69,11.6212,0.301029995663981," 523.5970"," 884.3247","1059.9006","1558.183","194.83925","1997.518"," 891.4735"," 978.3254","1029.17363"," 311.11935"," 335.1592"," 345.8634"," 280.64576"," 281.41178"," 282.45853","3818.809","3821.822","3836.955"," 432.5923"," 438.4816"," 459.3795"," 183.75210"," 184.8147"," 188.5864","  63.93754"," 229.21995"," 230.16045","7842.603","7844.808","7846.771","  66.86108","  76.21121"," 103.11062"
800 Walnut Street (near 8 Street),17e,47,0,0,0,1,0,0,1,0,0,0,0,1,0,0,"1",120,120,0.4505,0," 523.5970"," 884.3247","1059.9006","1558.183","194.83925","1997.518"," 891.4735"," 978.3254","1029.17363"," 311.11935"," 335.1592"," 345.8634"," 280.64576"," 281.41178"," 282.45853","3818.809","3821.822","3836.955"," 432.5923"," 438.4816"," 459.3795"," 183.75210"," 184.8147"," 188.5864","  63.93754"," 229.21995"," 230.16045","7842.603","7844.808","7846.771","  66.86108","  76.21121"," 103.11062"
800 Walnut Street (near 8 Street),17e,48,0,0,2,2,0,0,3,1,0,0,0,4,0,0,"4",230.53,57.6325,6.7022,0.602059991327962," 523.5970"," 884.3247","1059.9006","1558.183","194.83925","1997.518"," 891.4735"," 978.3254","1029.17363"," 311.11935"," 335.1592"," 345.8634"," 280.64576"," 281.41178"," 282.45853","3818.809","3821.822","3836.955"," 432.5923"," 438.4816"," 459.3795"," 183.75210"," 184.8147"," 188.5864","  63.93754"," 229.21995"," 230.16045","7842.603","7844.808","7846.771","  66.86108","  76.21121"," 103.11062"
800 Walnut Street (near 8 Street),17e,50,0,0,1,3,0,0,1,1,1,1,0,4,0,0,"4",72.11,18.0275,15.9223,0.602059991327962," 523.5970"," 884.3247","1059.9006","1558.183","194.83925","1997.518"," 891.4735"," 978.3254","1029.17363"," 311.11935"," 335.1592"," 345.8634"," 280.64576"," 281.41178"," 282.45853","3818.809","3821.822","3836.955"," 432.5923"," 438.4816"," 459.3795"," 183.75210"," 184.8147"," 188.5864","  63.93754"," 229.21995"," 230.16045","7842.603","7844.808","7846.771","  66.86108","  76.21121"," 103.11062"
800 Walnut Street (near 8 Street),17e,51,0,0,1,0,0,1,0,0,0,0,0,1,0,0,"1",120,120,8.9926,0," 523.5970"," 884.3247","1059.9006","1558.183","194.83925","1997.518"," 891.4735"," 978.3254","1029.17363"," 311.11935"," 335.1592"," 345.8634"," 280.64576"," 281.41178"," 282.45853","3818.809","3821.822","3836.955"," 432.5923"," 438.4816"," 459.3795"," 183.75210"," 184.8147"," 188.5864","  63.93754"," 229.21995"," 230.16045","7842.603","7844.808","7846.771","  66.86108","  76.21121"," 103.11062"
800 Walnut Street (near 8 Street),17e,52,0,1,0,0,0,0,0,0,0,1,0,1,0,0,"1",21.83,21.83,0,0," 523.5970"," 884.3247","1059.9006","1558.183","194.83925","1997.518"," 891.4735"," 978.3254","1029.17363"," 311.11935"," 335.1592"," 345.8634"," 280.64576"," 281.41178"," 282.45853","3818.809","3821.822","3836.955"," 432.5923"," 438.4816"," 459.3795"," 183.75210"," 184.8147"," 188.5864","  63.93754"," 229.21995"," 230.16045","7842.603","7844.808","7846.771","  66.86108","  76.21121"," 103.11062"
900 Chestnut St (near 10 St),"182",1,19,0,0,0,4,1,1,5,4,1,3,2,8,9,"19",573.08,30.1621052631579,2.8022,1.27875360095283," 238.0488"," 469.3118"," 604.0395","1396.012","1445.628","1472.113"," 766.6367","1013.3647","1188.487","  79.26219"," 101.0339"," 111.3880"," 338.28007"," 342.00863"," 346.86527","3230.982","3236.941","3251.997"," 471.4799"," 471.4799"," 493.6934","  86.64106"," 102.91038"," 120.55655","  60.95652"," 109.68010"," 126.94841","8038.691","8041.181","8043.431"," 418.07344"," 419.11178"," 420.33538"
900 Chestnut St (near 10 St),"182",2,18,0,0,1,4,2,5,1,4,1,2,2,8,9,"19",589,31,1.6321,1.27875360095283," 238.0488"," 469.3118"," 604.0395","1396.012","1445.628","1472.113"," 766.6367","1013.3647","1188.487","  79.26219"," 101.0339"," 111.3880"," 338.28007"," 342.00863"," 346.86527","3230.982","3236.941","3251.997"," 471.4799"," 471.4799"," 493.6934","  86.64106"," 102.91038"," 120.55655","  60.95652"," 109.68010"," 126.94841","8038.691","8041.181","8043.431"," 418.07344"," 419.11178"," 420.33538"
900 Chestnut St (near 10 St),"182",3,17,0,0,0,0,4,2,2,1,5,3,4,2,11,"17",404.48,23.7929411764706,8.7113,1.23044892137827," 238.0488"," 469.3118"," 604.0395","1396.012","1445.628","1472.113"," 766.6367","1013.3647","1188.487","  79.26219"," 101.0339"," 111.3880"," 338.28007"," 342.00863"," 346.86527","3230.982","3236.941","3251.997"," 471.4799"," 471.4799"," 493.6934","  86.64106"," 102.91038"," 120.55655","  60.95652"," 109.68010"," 126.94841","8038.691","8041.181","8043.431"," 418.07344"," 419.11178"," 420.33538"
900 Chestnut St (near 10 St),"182",4,15,0,0,0,0,3,3,0,2,4,3,2,7,6,"15",454.76,30.3173333333333,12.4127,1.17609125905568," 238.0488"," 469.3118"," 604.0395","1396.012","1445.628","1472.113"," 766.6367","1013.3647","1188.487","  79.26219"," 101.0339"," 111.3880"," 338.28007"," 342.00863"," 346.86527","3230.982","3236.941","3251.997"," 471.4799"," 471.4799"," 493.6934","  86.64106"," 102.91038"," 120.55655","  60.95652"," 109.68010"," 126.94841","8038.691","8041.181","8043.431"," 418.07344"," 419.11178"," 420.33538"
900 Chestnut St (near 10 St),"182",5,19,0,0,0,2,0,6,2,3,2,4,3,3,13,"19",289.69,15.2468421052632,0.2545,1.27875360095283," 238.0488"," 469.3118"," 604.0395","1396.012","1445.628","1472.113"," 766.6367","1013.3647","1188.487","  79.26219"," 101.0339"," 111.3880"," 338.28007"," 342.00863"," 346.86527","3230.982","3236.941","3251.997"," 471.4799"," 471.4799"," 493.6934","  86.64106"," 102.91038"," 120.55655","  60.95652"," 109.68010"," 126.94841","8038.691","8041.181","8043.431"," 418.07344"," 419.11178"," 420.33538"
900 Chestnut St (near 10 St),"182",6,19,1,0,1,1,4,2,2,3,6,3,3,10,8,"21",683.14,32.5304761904762,0.0906,1.32221929473392," 238.0488"," 469.3118"," 604.0395","1396.012","1445.628","1472.113"," 766.6367","1013.3647","1188.487","  79.26219"," 101.0339"," 111.3880"," 338.28007"," 342.00863"," 346.86527","3230.982","3236.941","3251.997"," 471.4799"," 471.4799"," 493.6934","  86.64106"," 102.91038"," 120.55655","  60.95652"," 109.68010"," 126.94841","8038.691","8041.181","8043.431"," 418.07344"," 419.11178"," 420.33538"
900 Chestnut St (near 10 St),"182",7,19,0,0,0,2,3,3,1,7,2,1,1,7,11,"19",500.53,26.3436842105263,6.9221,1.27875360095283," 238.0488"," 469.3118"," 604.0395","1396.012","1445.628","1472.113"," 766.6367","1013.3647","1188.487","  79.26219"," 101.0339"," 111.3880"," 338.28007"," 342.00863"," 346.86527","3230.982","3236.941","3251.997"," 471.4799"," 471.4799"," 493.6934","  86.64106"," 102.91038"," 120.55655","  60.95652"," 109.68010"," 126.94841","8038.691","8041.181","8043.431"," 418.07344"," 419.11178"," 420.33538"
900 Chestnut St (near 10 St),"182",8,9,0,0,1,0,1,1,2,4,1,1,3,4,3,"10",391.71,39.171,0.5716,1," 238.0488"," 469.3118"," 604.0395","1396.012","1445.628","1472.113"," 766.6367","1013.3647","1188.487","  79.26219"," 101.0339"," 111.3880"," 338.28007"," 342.00863"," 346.86527","3230.982","3236.941","3251.997"," 471.4799"," 471.4799"," 493.6934","  86.64106"," 102.91038"," 120.55655","  60.95652"," 109.68010"," 126.94841","8038.691","8041.181","8043.431"," 418.07344"," 419.11178"," 420.33538"
900 Chestnut St (near 10 St),"182",9,21,0,0,1,1,1,2,3,6,3,6,1,7,14,"22",599.78,27.2627272727273,8.2545,1.34242268082221," 238.0488"," 469.3118"," 604.0395","1396.012","1445.628","1472.113"," 766.6367","1013.3647","1188.487","  79.26219"," 101.0339"," 111.3880"," 338.28007"," 342.00863"," 346.86527","3230.982","3236.941","3251.997"," 471.4799"," 471.4799"," 493.6934","  86.64106"," 102.91038"," 120.55655","  60.95652"," 109.68010"," 126.94841","8038.691","8041.181","8043.431"," 418.07344"," 419.11178"," 420.33538"
900 Chestnut St (near 10 St),"182",10,30,0,0,1,1,3,2,5,11,3,6,6,12,13,"31",901.03,29.0654838709677,1.952,1.49136169383427," 238.0488"," 469.3118"," 604.0395","1396.012","1445.628","1472.113"," 766.6367","1013.3647","1188.487","  79.26219"," 101.0339"," 111.3880"," 338.28007"," 342.00863"," 346.86527","3230.982","3236.941","3251.997"," 471.4799"," 471.4799"," 493.6934","  86.64106"," 102.91038"," 120.55655","  60.95652"," 109.68010"," 126.94841","8038.691","8041.181","8043.431"," 418.07344"," 419.11178"," 420.33538"
900 Chestnut St (near 10 St),"182",11,15,0,0,0,1,0,1,1,2,8,2,5,4,6,"15",281.87,18.7913333333333,0.6058,1.17609125905568," 238.0488"," 469.3118"," 604.0395","1396.012","1445.628","1472.113"," 766.6367","1013.3647","1188.487","  79.26219"," 101.0339"," 111.3880"," 338.28007"," 342.00863"," 346.86527","3230.982","3236.941","3251.997"," 471.4799"," 471.4799"," 493.6934","  86.64106"," 102.91038"," 120.55655","  60.95652"," 109.68010"," 126.94841","8038.691","8041.181","8043.431"," 418.07344"," 419.11178"," 420.33538"
900 Chestnut St (near 10 St),"182",12,23,0,0,1,1,2,6,6,3,4,2,11,2,11,"24",791.25,32.96875,5.4921,1.38021124171161," 238.0488"," 469.3118"," 604.0395","1396.012","1445.628","1472.113"," 766.6367","1013.3647","1188.487","  79.26219"," 101.0339"," 111.3880"," 338.28007"," 342.00863"," 346.86527","3230.982","3236.941","3251.997"," 471.4799"," 471.4799"," 493.6934","  86.64106"," 102.91038"," 120.55655","  60.95652"," 109.68010"," 126.94841","8038.691","8041.181","8043.431"," 418.07344"," 419.11178"," 420.33538"
900 Chestnut St (near 10 St),"182",13,23,0,0,2,3,1,4,5,1,4,7,3,7,15,"25",722.47,28.8988,6.4729,1.39794000867204," 238.0488"," 469.3118"," 604.0395","1396.012","1445.628","1472.113"," 766.6367","1013.3647","1188.487","  79.26219"," 101.0339"," 111.3880"," 338.28007"," 342.00863"," 346.86527","3230.982","3236.941","3251.997"," 471.4799"," 471.4799"," 493.6934","  86.64106"," 102.91038"," 120.55655","  60.95652"," 109.68010"," 126.94841","8038.691","8041.181","8043.431"," 418.07344"," 419.11178"," 420.33538"
900 Chestnut St (near 10 St),"182",14,22,0,1,2,1,3,5,2,5,6,3,7,7,11,"25",720.14,28.8056,0.3601,1.39794000867204," 238.0488"," 469.3118"," 604.0395","1396.012","1445.628","1472.113"," 766.6367","1013.3647","1188.487","  79.26219"," 101.0339"," 111.3880"," 338.28007"," 342.00863"," 346.86527","3230.982","3236.941","3251.997"," 471.4799"," 471.4799"," 493.6934","  86.64106"," 102.91038"," 120.55655","  60.95652"," 109.68010"," 126.94841","8038.691","8041.181","8043.431"," 418.07344"," 419.11178"," 420.33538"
900 Chestnut St (near 10 St),"182",15,11,0,0,0,1,1,2,2,5,0,0,4,3,4,"11",321.17,29.1972727272727,0.0005,1.04139268515823," 238.0488"," 469.3118"," 604.0395","1396.012","1445.628","1472.113"," 766.6367","1013.3647","1188.487","  79.26219"," 101.0339"," 111.3880"," 338.28007"," 342.00863"," 346.86527","3230.982","3236.941","3251.997"," 471.4799"," 471.4799"," 493.6934","  86.64106"," 102.91038"," 120.55655","  60.95652"," 109.68010"," 126.94841","8038.691","8041.181","8043.431"," 418.07344"," 419.11178"," 420.33538"
900 Chestnut St (near 10 St),"182",42,15,1,0,0,7,1,3,4,1,0,0,4,2,10,"16",466.27,29.141875,5.6804,1.20411998265592," 238.0488"," 469.3118"," 604.0395","1396.012","1445.628","1472.113"," 766.6367","1013.3647","1188.487","  79.26219"," 101.0339"," 111.3880"," 338.28007"," 342.00863"," 346.86527","3230.982","3236.941","3251.997"," 471.4799"," 471.4799"," 493.6934","  86.64106"," 102.91038"," 120.55655","  60.95652"," 109.68010"," 126.94841","8038.691","8041.181","8043.431"," 418.07344"," 419.11178"," 420.33538"
900 Chestnut St (near 10 St),"182",43,17,0,0,0,2,2,3,3,1,3,3,3,7,7,"17",591.93,34.8194117647059,6.0934,1.23044892137827," 238.0488"," 469.3118"," 604.0395","1396.012","1445.628","1472.113"," 766.6367","1013.3647","1188.487","  79.26219"," 101.0339"," 111.3880"," 338.28007"," 342.00863"," 346.86527","3230.982","3236.941","3251.997"," 471.4799"," 471.4799"," 493.6934","  86.64106"," 102.91038"," 120.55655","  60.95652"," 109.68010"," 126.94841","8038.691","8041.181","8043.431"," 418.07344"," 419.11178"," 420.33538"
900 Chestnut St (near 10 St),"182",44,16,0,0,0,1,4,1,2,3,2,3,1,3,12,"16",492.46,30.77875,1.3507,1.20411998265592," 238.0488"," 469.3118"," 604.0395","1396.012","1445.628","1472.113"," 766.6367","1013.3647","1188.487","  79.26219"," 101.0339"," 111.3880"," 338.28007"," 342.00863"," 346.86527","3230.982","3236.941","3251.997"," 471.4799"," 471.4799"," 493.6934","  86.64106"," 102.91038"," 120.55655","  60.95652"," 109.68010"," 126.94841","8038.691","8041.181","8043.431"," 418.07344"," 419.11178"," 420.33538"
900 Chestnut St (near 10 St),"182",45,18,0,0,0,1,3,6,6,1,1,0,4,4,10,"18",643.66,35.7588888888889,3.4217,1.25527250510331," 238.0488"," 469.3118"," 604.0395","1396.012","1445.628","1472.113"," 766.6367","1013.3647","1188.487","  79.26219"," 101.0339"," 111.3880"," 338.28007"," 342.00863"," 346.86527","3230.982","3236.941","3251.997"," 471.4799"," 471.4799"," 493.6934","  86.64106"," 102.91038"," 120.55655","  60.95652"," 109.68010"," 126.94841","8038.691","8041.181","8043.431"," 418.07344"," 419.11178"," 420.33538"
900 Chestnut St (near 10 St),"182",46,22,0,0,2,4,4,8,3,1,4,0,3,4,17,"24",715.19,29.7995833333333,11.6212,1.38021124171161," 238.0488"," 469.3118"," 604.0395","1396.012","1445.628","1472.113"," 766.6367","1013.3647","1188.487","  79.26219"," 101.0339"," 111.3880"," 338.28007"," 342.00863"," 346.86527","3230.982","3236.941","3251.997"," 471.4799"," 471.4799"," 493.6934","  86.64106"," 102.91038"," 120.55655","  60.95652"," 109.68010"," 126.94841","8038.691","8041.181","8043.431"," 418.07344"," 419.11178"," 420.33538"
900 Chestnut St (near 10 St),"182",47,11,0,0,0,1,2,2,2,0,1,3,1,5,5,"11",463.35,42.1227272727273,0.4505,1.04139268515823," 238.0488"," 469.3118"," 604.0395","1396.012","1445.628","1472.113"," 766.6367","1013.3647","1188.487","  79.26219"," 101.0339"," 111.3880"," 338.28007"," 342.00863"," 346.86527","3230.982","3236.941","3251.997"," 471.4799"," 471.4799"," 493.6934","  86.64106"," 102.91038"," 120.55655","  60.95652"," 109.68010"," 126.94841","8038.691","8041.181","8043.431"," 418.07344"," 419.11178"," 420.33538"
900 Chestnut St (near 10 St),"182",48,17,0,0,2,1,3,4,2,0,4,5,2,6,11,"19",572.96,30.1557894736842,6.7022,1.27875360095283," 238.0488"," 469.3118"," 604.0395","1396.012","1445.628","1472.113"," 766.6367","1013.3647","1188.487","  79.26219"," 101.0339"," 111.3880"," 338.28007"," 342.00863"," 346.86527","3230.982","3236.941","3251.997"," 471.4799"," 471.4799"," 493.6934","  86.64106"," 102.91038"," 120.55655","  60.95652"," 109.68010"," 126.94841","8038.691","8041.181","8043.431"," 418.07344"," 419.11178"," 420.33538"
900 Chestnut St (near 10 St),"182",49,17,0,0,0,0,2,6,3,4,0,2,3,4,10,"17",403.69,23.7464705882353,8.1838,1.23044892137827," 238.0488"," 469.3118"," 604.0395","1396.012","1445.628","1472.113"," 766.6367","1013.3647","1188.487","  79.26219"," 101.0339"," 111.3880"," 338.28007"," 342.00863"," 346.86527","3230.982","3236.941","3251.997"," 471.4799"," 471.4799"," 493.6934","  86.64106"," 102.91038"," 120.55655","  60.95652"," 109.68010"," 126.94841","8038.691","8041.181","8043.431"," 418.07344"," 419.11178"," 420.33538"
900 Chestnut St (near 10 St),"182",50,18,0,0,1,1,6,2,2,2,3,3,2,9,8,"19",334.11,17.5847368421053,15.9223,1.27875360095283," 238.0488"," 469.3118"," 604.0395","1396.012","1445.628","1472.113"," 766.6367","1013.3647","1188.487","  79.26219"," 101.0339"," 111.3880"," 338.28007"," 342.00863"," 346.86527","3230.982","3236.941","3251.997"," 471.4799"," 471.4799"," 493.6934","  86.64106"," 102.91038"," 120.55655","  60.95652"," 109.68010"," 126.94841","8038.691","8041.181","8043.431"," 418.07344"," 419.11178"," 420.33538"
900 Chestnut St (near 10 St),"182",51,26,0,0,1,0,4,4,7,8,3,1,4,7,16,"27",748.61,27.7262962962963,8.9926,1.43136376415899," 238.0488"," 469.3118"," 604.0395","1396.012","1445.628","1472.113"," 766.6367","1013.3647","1188.487","  79.26219"," 101.0339"," 111.3880"," 338.28007"," 342.00863"," 346.86527","3230.982","3236.941","3251.997"," 471.4799"," 471.4799"," 493.6934","  86.64106"," 102.91038"," 120.55655","  60.95652"," 109.68010"," 126.94841","8038.691","8041.181","8043.431"," 418.07344"," 419.11178"," 420.33538"
900 Chestnut St (near 10 St),"182",52,12,0,0,0,0,2,3,0,0,7,0,2,3,7,"12",262.86,21.905,0,1.07918124604762," 238.0488"," 469.3118"," 604.0395","1396.012","1445.628","1472.113"," 766.6367","1013.3647","1188.487","  79.26219"," 101.0339"," 111.3880"," 338.28007"," 342.00863"," 346.86527","3230.982","3236.941","3251.997"," 471.4799"," 471.4799"," 493.6934","  86.64106"," 102.91038"," 120.55655","  60.95652"," 109.68010"," 126.94841","8038.691","8041.181","8043.431"," 418.07344"," 419.11178"," 420.33538"
900 Walnut Street (near 10 Street),"186",1,0,0,4,0,0,0,1,2,0,1,0,4,0,0,"4",296.32,74.08,2.8022,0.602059991327962," 64.99524"," 73.85461"," 78.70668"," 90.38955","1420.957","1929.936"," 46.46996"," 82.60672"," 837.92177","  76.60757","  81.00151","  83.05804"," 169.93426"," 170.29378"," 176.29377","3859.812","3872.744","3887.649"," 516.2803"," 654.7593"," 732.9857","  93.97077"," 118.05566"," 131.96399"," 120.06518"," 126.25091"," 128.58456","7369.374","7371.721","7373.825"," 370.66443"," 387.19322"," 404.69619"
900 Walnut Street (near 10 Street),"186",2,0,0,4,0,0,1,1,0,1,1,0,4,0,0,"4",248.15,62.0375,1.6321,0.602059991327962," 64.99524"," 73.85461"," 78.70668"," 90.38955","1420.957","1929.936"," 46.46996"," 82.60672"," 837.92177","  76.60757","  81.00151","  83.05804"," 169.93426"," 170.29378"," 176.29377","3859.812","3872.744","3887.649"," 516.2803"," 654.7593"," 732.9857","  93.97077"," 118.05566"," 131.96399"," 120.06518"," 126.25091"," 128.58456","7369.374","7371.721","7373.825"," 370.66443"," 387.19322"," 404.69619"
900 Walnut Street (near 10 Street),"186",3,0,0,2,1,0,0,0,0,2,1,0,3,0,0,"3",166.81,55.6033333333333,8.7113,0.477121254719662," 64.99524"," 73.85461"," 78.70668"," 90.38955","1420.957","1929.936"," 46.46996"," 82.60672"," 837.92177","  76.60757","  81.00151","  83.05804"," 169.93426"," 170.29378"," 176.29377","3859.812","3872.744","3887.649"," 516.2803"," 654.7593"," 732.9857","  93.97077"," 118.05566"," 131.96399"," 120.06518"," 126.25091"," 128.58456","7369.374","7371.721","7373.825"," 370.66443"," 387.19322"," 404.69619"
900 Walnut Street (near 10 Street),"186",4,0,0,1,2,0,0,3,0,0,0,0,3,0,0,"3",235.81,78.6033333333333,12.4127,0.477121254719662," 64.99524"," 73.85461"," 78.70668"," 90.38955","1420.957","1929.936"," 46.46996"," 82.60672"," 837.92177","  76.60757","  81.00151","  83.05804"," 169.93426"," 170.29378"," 176.29377","3859.812","3872.744","3887.649"," 516.2803"," 654.7593"," 732.9857","  93.97077"," 118.05566"," 131.96399"," 120.06518"," 126.25091"," 128.58456","7369.374","7371.721","7373.825"," 370.66443"," 387.19322"," 404.69619"
900 Walnut Street (near 10 Street),"186",5,0,0,4,1,0,0,2,2,1,0,0,5,0,0,"5",356.37,71.274,0.2545,0.698970004336019," 64.99524"," 73.85461"," 78.70668"," 90.38955","1420.957","1929.936"," 46.46996"," 82.60672"," 837.92177","  76.60757","  81.00151","  83.05804"," 169.93426"," 170.29378"," 176.29377","3859.812","3872.744","3887.649"," 516.2803"," 654.7593"," 732.9857","  93.97077"," 118.05566"," 131.96399"," 120.06518"," 126.25091"," 128.58456","7369.374","7371.721","7373.825"," 370.66443"," 387.19322"," 404.69619"
900 Walnut Street (near 10 Street),"186",6,0,0,4,1,0,1,2,0,1,1,0,5,0,0,"5",268.5,53.7,0.0906,0.698970004336019," 64.99524"," 73.85461"," 78.70668"," 90.38955","1420.957","1929.936"," 46.46996"," 82.60672"," 837.92177","  76.60757","  81.00151","  83.05804"," 169.93426"," 170.29378"," 176.29377","3859.812","3872.744","3887.649"," 516.2803"," 654.7593"," 732.9857","  93.97077"," 118.05566"," 131.96399"," 120.06518"," 126.25091"," 128.58456","7369.374","7371.721","7373.825"," 370.66443"," 387.19322"," 404.69619"
900 Walnut Street (near 10 Street),"186",7,0,0,5,0,0,0,3,1,1,0,0,5,0,0,"5",193.41,38.682,6.9221,0.698970004336019," 64.99524"," 73.85461"," 78.70668"," 90.38955","1420.957","1929.936"," 46.46996"," 82.60672"," 837.92177","  76.60757","  81.00151","  83.05804"," 169.93426"," 170.29378"," 176.29377","3859.812","3872.744","3887.649"," 516.2803"," 654.7593"," 732.9857","  93.97077"," 118.05566"," 131.96399"," 120.06518"," 126.25091"," 128.58456","7369.374","7371.721","7373.825"," 370.66443"," 387.19322"," 404.69619"
