SmartZoneName,Week,day_of_week,hour_of_day,Events,retail_nn1,retail_nn2,retail_nn3,quick_grocery_nn1,quick_grocery_nn2,quick_grocery_nn3,dining_nn1,dining_nn2,dining_nn3,housing_nn1,housing_nn2,housing_nn3,commercial_nn1,commercial_nn2,commercial_nn3,industrial_nn1,industrial_nn2,industrial_nn3,civic_nn1,civic_nn2,civic_nn3,school_nn1,school_nn2,school_nn3,healthcare_nn1,healthcare_nn2,healthcare_nn3,parking_nn1,parking_nn2,parking_nn3,attraction_nn1,attraction_nn2,attraction_nn3,Road_class,dist_class_1,dist_class_2,dist_class_3,dist_class_4,dist_class_5,Prediction,Residual,AbsResidual,year,ordered_week
1300 Chestnut Street (near Broad St),48,Wed,8,1,423.7552,873.4243,959.73279,1655.799,2172.05,2341.628,157.6136,194.2135,320.23321,320.49538,327.9968,337.0223,38.59505,45.76892,49.07258,4118.321,4154.635,4169.325,543.611,552.9657,552.9657,884.7291,1382.449,1389.53319,1003.5136,1388.4272,1405.36359,6150.121,6153.34,6156.332,304.79587,308.4387,310.16116,2,2564.069654026557,49.61353195052943,301.36977292185054,984.6601150109142,216.25631398147493,1.2258258672495457,-0.22582586724954568,0.22582586724954568,2022,52
1300 Walnut Street (near 13 Street),48,Thu,8,2,601.17062,855.0282,983.4105,2002.854,2007.837,2508.645,331.876,385.87799,387.40186,375.68849,379.3918,392.0822,96.04947,105.99211,109.37865,4071.589,4108.539,4136.713,620.6715,646.5138,800.9203,708.4852,905.47582,911.19814,748.6777,902.47062,907.59417,6047.982,6050.805,6053.393,341.8243,361.67339,362.93579,2,3135.61456283352,38.63224307587342,125.33556682742528,399.37911956861427,179.6917813560367,1.096311374408722,0.9036886255912779,0.9036886255912779,2022,53
1300 Walnut Street (near 13 Street),48,Thu,9,1,601.17062,855.0282,983.4105,2002.854,2007.837,2508.645,331.876,385.87799,387.40186,375.68849,379.3918,392.0822,96.04947,105.99211,109.37865,4071.589,4108.539,4136.713,620.6715,646.5138,800.9203,708.4852,905.47582,911.19814,748.6777,902.47062,907.59417,6047.982,6050.805,6053.393,341.8243,361.67339,362.93579,2,3135.61456283352,38.63224307587342,125.33556682742528,399.37911956861427,179.6917813560367,1.0972757436390037,-0.09727574363900371,0.09727574363900371,2022,54
1300 Walnut Street (near 13 Street),48,Tue,7,1,601.17062,855.0282,983.4105,2002.854,2007.837,2508.645,331.876,385.87799,387.40186,375.68849,379.3918,392.0822,96.04947,105.99211,109.37865,4071.589,4108.539,4136.713,620.6715,646.5138,800.9203,708.4852,905.47582,911.19814,748.6777,902.47062,907.59417,6047.982,6050.805,6053.393,341.8243,361.67339,362.93579,2,3135.61456283352,38.63224307587342,125.33556682742528,399.37911956861427,179.6917813560367,1.095917604211259,-0.09591760421125906,0.09591760421125906,2022,55
800 Chestnut St (near 8 St),48,Fri,9,1,231.2234,464.7941,605.2303,1398.548,1448.385,1474.862,759.6211,1012.3859,1187.867,84.73376,105.028,112.0658,340.11724,344.02898,348.78065,3231.238,3237.043,3252.102,477.6473,477.6473,499.6409,90.7244,101.4881,117.28948,67.95158,111.24083,126.59325,8044.324,8046.812,8049.059,416.90374,417.76066,419.58992,2,2470.8216774162966,129.1095191983008,129.35146489186374,661.1343175780687,234.7758021620888,1.1682300456413064,-0.1682300456413064,0.1682300456413064,2022,56
900 Walnut Street (near 10 Street),48,Tue,7,1,64.99524,73.85461,78.70668,90.38955,1420.957,1929.936,46.46996,82.60672,837.92177,76.60757,81.00151,83.05804,169.93426,170.29378,176.29377,3859.812,3872.744,3887.649,516.2803,654.7593,732.9857,93.97077,118.05566,131.96399,120.06518,126.25091,128.58456,7369.374,7371.721,7373.825,370.66443,387.19322,404.69619,2,3149.9695899660514,117.51740270032754,178.7487715727307,419.9037441037893,288.6077659738645,1.1359101950835193,-0.13591019508351931,0.13591019508351931,2022,57
900 Walnut Street (near 9 Street),48,Fri,7,1,652.8469,921.7636,1054.3832,1454.331,175.93239,1950.493,884.71984,955.6451,1106.54233,109.55913,119.49139,167.8726,45.00592,48.92723,50.69742,3838.692,3847.03,3862.078,530.5563,541.9667,563.1627,37.6478,47.78773,86.95516,25.02297,34.13813,37.76073,7585.499,7587.774,7589.807,122.7029,164.60487,180.15318,2,3071.6439028591926,137.04925127037484,124.88148746620885,408.1306206270123,164.7331359058401,1.0536415786935742,-0.05364157869357422,0.05364157869357422,2022,58
1200 Chestnut St (near 13 St),49,Mon,9,1,345.18111,404.7793,531.8228,105.42583,1652.455,1660.228,293.81281,356.69556,383.0714,49.78763,58.62212,606.50647,166.18627,172.16281,178.96198,3578.23,3610.335,3623.883,399.1205,399.1205,403.7899,166.9069,388.30305,439.56315,405.4755,415.71148,452.98785,6917.793,6920.671,6923.315,341.77443,350.56872,354.01596,2,2591.734686160137,157.78348843209062,95.1723293489654,936.8080659982268,214.02548442140088,1.1555098708249654,-0.15550987082496537,0.15550987082496537,2022,59
1200 Sansom Street (near 12 Street),49,Tue,8,1,59.72438,729.2396,758.7891,1941.452,1998.455,2004.642,61.08797,88.23468,103.1703,663.80351,687.7674,700.43931,169.37761,205.49129,220.76711,3925.364,3957.437,3971.003,372.816,532.8414,532.8414,200.6063,519.00853,564.17677,527.35618,543.19719,550.7581,6607.571,6610.365,6612.924,435.11889,472.2981,486.73912,3,2875.1125334021162,271.3593124826996,98.77400499715762,691.1053729203591,271.23674686096535,1.1561977494360385,-0.15619774943603848,0.15619774943603848,2022,60
1200 Sansom Street (near 12 Street),49,Tue,9,1,59.72438,729.2396,758.7891,1941.452,1998.455,2004.642,61.08797,88.23468,103.1703,663.80351,687.7674,700.43931,169.37761,205.49129,220.76711,3925.364,3957.437,3971.003,372.816,532.8414,532.8414,200.6063,519.00853,564.17677,527.35618,543.19719,550.7581,6607.571,6610.365,6612.924,435.11889,472.2981,486.73912,3,2875.1125334021162,271.3593124826996,98.77400499715762,691.1053729203591,271.23674686096535,1.1574820703833684,-0.15748207038336837,0.15748207038336837,2022,61
1200 Sansom Street (near 12 Street),49,Wed,9,1,59.72438,729.2396,758.7891,1941.452,1998.455,2004.642,61.08797,88.23468,103.1703,663.80351,687.7674,700.43931,169.37761,205.49129,220.76711,3925.364,3957.437,3971.003,372.816,532.8414,532.8414,200.6063,519.00853,564.17677,527.35618,543.19719,550.7581,6607.571,6610.365,6612.924,435.11889,472.2981,486.73912,3,2875.1125334021162,271.3593124826996,98.77400499715762,691.1053729203591,271.23674686096535,1.1574030828199189,-0.15740308281991888,0.15740308281991888,2022,62
1300 Chestnut Street (near Broad St),49,Fri,7,1,423.7552,873.4243,959.73279,1655.799,2172.05,2341.628,157.6136,194.2135,320.23321,320.49538,327.9968,337.0223,38.59505,45.76892,49.07258,4118.321,4154.635,4169.325,543.611,552.9657,552.9657,884.7291,1382.449,1389.53319,1003.5136,1388.4272,1405.36359,6150.121,6153.34,6156.332,304.79587,308.4387,310.16116,2,2564.069654026557,49.61353195052943,301.36977292185054,984.6601150109142,216.25631398147493,1.2244014052854986,-0.22440140528549857,0.22440140528549857,2022,63
1300 Chestnut Street (near Broad St),49,Fri,9,1,423.7552,873.4243,959.73279,1655.799,2172.05,2341.628,157.6136,194.2135,320.23321,320.49538,327.9968,337.0223,38.59505,45.76892,49.07258,4118.321,4154.635,4169.325,543.611,552.9657,552.9657,884.7291,1382.449,1389.53319,1003.5136,1388.4272,1405.36359,6150.121,6153.34,6156.332,304.79587,308.4387,310.16116,2,2564.069654026557,49.61353195052943,301.36977292185054,984.6601150109142,216.25631398147493,1.2265563698750475,-0.22655636987504746,0.22655636987504746,2022,64
800 Chestnut St (near 8 St),49,Wed,8,1,231.2234,464.7941,605.2303,1398.548,1448.385,1474.862,759.6211,1012.3859,1187.867,84.73376,105.028,112.0658,340.11724,344.02898,348.78065,3231.238,3237.043,3252.102,477.6473,477.6473,499.6409,90.7244,101.4881,117.28948,67.95158,111.24083,126.59325,8044.324,8046.812,8049.059,416.90374,417.76066,419.58992,2,2470.8216774162966,129.1095191983008,129.35146489186374,661.1343175780687,234.7758021620888,1.1672309832235226,-0.1672309832235226,0.1672309832235226,2022,65
900 Walnut Street (near 9 Street),49,Thu,7,1,652.8469,921.7636,1054.3832,1454.331,175.93239,1950.493,884.71984,955.6451,1106.54233,109.55913,119.49139,167.8726,45.00592,48.92723,50.69742,3838.692,3847.03,3862.078,530.5563,541.9667,563.1627,37.6478,47.78773,86.95516,25.02297,34.13813,37.76073,7585.499,7587.774,7589.807,122.7029,164.60487,180.15318,2,3071.6439028591926,137.04925127037484,124.88148746620885,408.1306206270123,164.7331359058401,1.0538950252490475,-0.053895025249047546,0.053895025249047546,2022,66
1100 Walnut Street (near 11 Street),50,Fri,8,1,437.42687,828.22260000000006,1071.093,1512.629,2069.127,2079.721,465.7547,478.94527,522.99056,178.11623,204.62938,213.54137,654.08334,686.45905,706.33714,4029.572,4053.751,4068.031,430.7897,614.8577,984.2827,24.36375,81.27329,106.35058,38.24489,71.10741,84.78974,6787.203,6789.738,6792.034,19.71882,56.88814,71.24318,2,3143.2270228357715,14.233740270500098,166.77050881479383,414.14322991059817,151.41905705774053,1.1082905612429228,-0.1082905612429228,0.1082905612429228,2022,67
1100 Walnut Street (near 11 Street),50,Tue,9,1,437.42687,828.22260000000006,1071.093,1512.629,2069.127,2079.721,465.7547,478.94527,522.99056,178.11623,204.62938,213.54137,654.08334,686.45905,706.33714,4029.572,4053.751,4068.031,430.7897,614.8577,984.2827,24.36375,81.27329,106.35058,38.24489,71.10741,84.78974,6787.203,6789.738,6792.034,19.71882,56.88814,71.24318,2,3143.2270228357715,14.233740270500098,166.77050881479383,414.14322991059817,151.41905705774053,1.1093547189025232,-0.10935471890252324,0.10935471890252324,2022,68
1200 Chestnut St (near 13 St),50,Fri,9,1,345.18111,404.7793,531.8228,105.42583,1652.455,1660.228,293.81281,356.69556,383.0714,49.78763,58.62212,606.50647,166.18627,172.16281,178.96198,3578.23,3610.335,3623.883,399.1205,399.1205,403.7899,166.9069,388.30305,439.56315,405.4755,415.71148,452.98785,6917.793,6920.671,6923.315,341.77443,350.56872,354.01596,2,2591.734686160137,157.78348843209062,95.1723293489654,936.8080659982268,214.02548442140088,1.1555066616226843,-0.15550666162268434,0.15550666162268434,2022,69
1200 Chestnut St (near 13 St),50,Mon,8,1,345.18111,404.7793,531.8228,105.42583,1652.455,1660.228,293.81281,356.69556,383.0714,49.78763,58.62212,606.50647,166.18627,172.16281,178.96198,3578.23,3610.335,3623.883,399.1205,399.1205,403.7899,166.9069,388.30305,439.56315,405.4755,415.71148,452.98785,6917.793,6920.671,6923.315,341.77443,350.56872,354.01596,2,2591.734686160137,157.78348843209062,95.1723293489654,936.8080659982268,214.02548442140088,1.1545739153175631,-0.15457391531756315,0.15457391531756315,2022,70
1200 Sansom Street (near 12 Street),50,Mon,8,1,59.72438,729.2396,758.7891,1941.452,1998.455,2004.642,61.08797,88.23468,103.1703,663.80351,687.7674,700.43931,169.37761,205.49129,220.76711,3925.364,3957.437,3971.003,372.816,532.8414,532.8414,200.6063,519.00853,564.17677,527.35618,543.19719,550.7581,6607.571,6610.365,6612.924,435.11889,472.2981,486.73912,3,2875.1125334021162,271.3593124826996,98.77400499715762,691.1053729203591,271.23674686096535,1.1561482951283144,-0.1561482951283144,0.1561482951283144,2022,71
1200 Sansom Street (near 12 Street),50,Mon,9,1,59.72438,729.2396,758.7891,1941.452,1998.455,2004.642,61.08797,88.23468,103.1703,663.80351,687.7674,700.43931,169.37761,205.49129,220.76711,3925.364,3957.437,3971.003,372.816,532.8414,532.8414,200.6063,519.00853,564.17677,527.35618,543.19719,550.7581,6607.571,6610.365,6612.924,435.11889,472.2981,486.73912,3,2875.1125334021162,271.3593124826996,98.77400499715762,691.1053729203591,271.23674686096535,1.1574680472293482,-0.15746804722934815,0.15746804722934815,2022,72
1200 Sansom Street (near 12 Street),50,Wed,7,1,59.72438,729.2396,758.7891,1941.452,1998.455,2004.642,61.08797,88.23468,103.1703,663.80351,687.7674,700.43931,169.37761,205.49129,220.76711,3925.364,3957.437,3971.003,372.816,532.8414,532.8414,200.6063,519.00853,564.17677,527.35618,543.19719,550.7581,6607.571,6610.365,6612.924,435.11889,472.2981,486.73912,3,2875.1125334021162,271.3593124826996,98.77400499715762,691.1053729203591,271.23674686096535,1.1552969649114764,-0.15529696491147638,0.15529696491147638,2022,73
1300 Chestnut Street (near Broad St),50,Tue,9,1,423.7552,873.4243,959.73279,1655.799,2172.05,2341.628,157.6136,194.2135,320.23321,320.49538,327.9968,337.0223,38.59505,45.76892,49.07258,4118.321,4154.635,4169.325,543.611,552.9657,552.9657,884.7291,1382.449,1389.53319,1003.5136,1388.4272,1405.36359,6150.121,6153.34,6156.332,304.79587,308.4387,310.16116,2,2564.069654026557,49.61353195052943,301.36977292185054,984.6601150109142,216.25631398147493,1.2273445634222833,-0.22734456342228326,0.22734456342228326,2022,74
1300 Walnut Street (near 13 Street),50,Tue,8,1,601.17062,855.0282,983.4105,2002.854,2007.837,2508.645,331.876,385.87799,387.40186,375.68849,379.3918,392.0822,96.04947,105.99211,109.37865,4071.589,4108.539,4136.713,620.6715,646.5138,800.9203,708.4852,905.47582,911.19814,748.6777,902.47062,907.59417,6047.982,6050.805,6053.393,341.8243,361.67339,362.93579,2,3135.61456283352,38.63224307587342,125.33556682742528,399.37911956861427,179.6917813560367,1.096593352914537,-0.09659335291453708,0.09659335291453708,2022,75
1399 Walnut Street (near Broad Street),50,Tue,8,2,688.6161,717.898,745.3861,1634.296,1970.544,2537.176,451.63714,460.38598,467.0063,243.22061,243.6261,245.4003,50.617,59.61547,67.71759,3977.876,4006.506,4035.56,629.9582,687.1304,880.7685,1002.3074,1187.36637,1190.4189,732.1884,1099.3521,1116.0662,5766.995,5769.973,5772.719,72.83143,81.9418,215.99924,5,3109.5105385798843,27.42939845924578,277.11474345114385,425.8435478973253,81.141775719289015,1.0883253620172368,0.9116746379827632,0.9116746379827632,2022,76
800 Chestnut St (near 8 St),50,Thu,7,1,231.2234,464.7941,605.2303,1398.548,1448.385,1474.862,759.6211,1012.3859,1187.867,84.73376,105.028,112.0658,340.11724,344.02898,348.78065,3231.238,3237.043,3252.102,477.6473,477.6473,499.6409,90.7244,101.4881,117.28948,67.95158,111.24083,126.59325,8044.324,8046.812,8049.059,416.90374,417.76066,419.58992,2,2470.8216774162966,129.1095191983008,129.35146489186374,661.1343175780687,234.7758021620888,1.1663686507821382,-0.16636865078213825,0.16636865078213825,2022,77
800 Walnut Street (near 8 Street),50,Wed,9,1,523.597,884.3247,1059.9006,1558.183,194.83925,1997.518,891.4735,978.3254,1029.17363,311.11935,335.1592,345.8634,280.64576,281.41178,282.45853,3818.809,3821.822,3836.955,432.5923,438.4816,459.3795,183.7521,184.8147,188.5864,63.93754,229.21995,230.16045,7842.603,7844.808,7846.771,66.86108,76.21121,103.11062,2,2930.0910569252214,23.45235441355058,219.4772486976668,421.96078962978754,339.5537334789357,1.1365295784452791,-0.13652957844527913,0.13652957844527913,2022,78
900 Chestnut St (near 10 St),50,Tue,9,2,238.0488,469.3118,604.0395,1396.012,1445.628,1472.113,766.6367,1013.3647,1188.487,79.26219,101.0339,111.388,338.28007,342.00863,346.86527,3230.982,3236.941,3251.997,471.4799,471.4799,493.6934,86.64106,102.91038,120.55655,60.95652,109.6801,126.94841,8038.691,8041.181,8043.431,418.07344,419.11178,420.33538,2,2474.26027094571,136.15777894997487,123.84928660216647,667.5793855121271,238.20192554666394,1.1787083327273562,0.8212916672726438,0.8212916672726438,2022,79
900 Walnut Street (near 10 Street),50,Tue,8,1,64.99524,73.85461,78.70668,90.38955,1420.957,1929.936,46.46996,82.60672,837.92177,76.60757,81.00151,83.05804,169.93426,170.29378,176.29377,3859.812,3872.744,3887.649,516.2803,654.7593,732.9857,93.97077,118.05566,131.96399,120.06518,126.25091,128.58456,7369.374,7371.721,7373.825,370.66443,387.19322,404.69619,2,3149.9695899660514,117.51740270032754,178.7487715727307,419.9037441037893,288.6077659738645,1.137140076977646,-0.13714007697764607,0.13714007697764607,2022,80
900 Walnut Street (near 9 Street),50,Thu,7,1,652.8469,921.7636,1054.3832,1454.331,175.93239,1950.493,884.71984,955.6451,1106.54233,109.55913,119.49139,167.8726,45.00592,48.92723,50.69742,3838.692,3847.03,3862.078,530.5563,541.9667,563.1627,37.6478,47.78773,86.95516,25.02297,34.13813,37.76073,7585.499,7587.774,7589.807,122.7029,164.60487,180.15318,2,3071.6439028591926,137.04925127037484,124.88148746620885,408.1306206270123,164.7331359058401,1.0540479300802403,-0.054047930080240336,0.054047930080240336,2022,81
1000 Chestnut St (near 11 St),51,Thu,9,1,458.087,562.8278,606.3953,1346.787,1378.175,1403.977,994.35893,1020.06405,1083.6412,395.80676,400.9471,405.4735,346.69509,372.81799,384.88101,3288.889,3304.555,3319.309,268.9491,268.9491,269.3123,172.7051,208.46303,233.5348,105.92147,117.32443,130.50456,7653.51,7656.121,7658.493,276.51824,280.27934,291.83817,2,2566.9180803402196,147.35001267499388,136.77710036095928,936.0878909885154,249.46857051450283,1.2261737568820565,-0.22617375688205654,0.22617375688205654,2022,82
1100 Walnut Street (near 11 Street),51,Fri,8,1,437.42687,828.22260000000006,1071.093,1512.629,2069.127,2079.721,465.7547,478.94527,522.99056,178.11623,204.62938,213.54137,654.08334,686.45905,706.33714,4029.572,4053.751,4068.031,430.7897,614.8577,984.2827,24.36375,81.27329,106.35058,38.24489,71.10741,84.78974,6787.203,6789.738,6792.034,19.71882,56.88814,71.24318,2,3143.2270228357715,14.233740270500098,166.77050881479383,414.14322991059817,151.41905705774053,1.1082737747651055,-0.10827377476510547,0.10827377476510547,2022,83
1200 Chestnut St (near 13 St),51,Thu,8,1,345.18111,404.7793,531.8228,105.42583,1652.455,1660.228,293.81281,356.69556,383.0714,49.78763,58.62212,606.50647,166.18627,172.16281,178.96198,3578.23,3610.335,3623.883,399.1205,399.1205,403.7899,166.9069,388.30305,439.56315,405.4755,415.71148,452.98785,6917.793,6920.671,6923.315,341.77443,350.56872,354.01596,2,2591.734686160137,157.78348843209062,95.1723293489654,936.8080659982268,214.02548442140088,1.15477727629147,-0.1547772762914701,0.1547772762914701,2022,84
1200 Sansom Street (near 12 Street),51,Wed,6,1,59.72438,729.2396,758.7891,1941.452,1998.455,2004.642,61.08797,88.23468,103.1703,663.80351,687.7674,700.43931,169.37761,205.49129,220.76711,3925.364,3957.437,3971.003,372.816,532.8414,532.8414,200.6063,519.00853,564.17677,527.35618,543.19719,550.7581,6607.571,6610.365,6612.924,435.11889,472.2981,486.73912,3,2875.1125334021162,271.3593124826996,98.77400499715762,691.1053729203591,271.23674686096535,1.1542718240929857,-0.15427182409298568,0.15427182409298568,2022,85
1200 Sansom Street (near 13 Street),51,Mon,9,1,346.27483,577.4038,795.8348,2121.061,2135.325,2149.813,151.43603,161.53409,165.1173,64.32676,734.55624,737.6329,47.0877,81.27148,94.33987,4032.699,4068.888,4081.987,397.2753,464.6057,464.6057,359.8618,783.44647,817.17996,788.5121,817.39297,827.86058,6396.856,6399.76,6402.43,532.21,661.36001,666.55627,3,2816.8521374475486,300.328198494452,89.17716698117461,721.4578990389583,247.0409603435809,1.1376413039261868,-0.1376413039261868,0.1376413039261868,2022,86
1200 Sansom Street (near 13 Street),51,Thu,8,1,346.27483,577.4038,795.8348,2121.061,2135.325,2149.813,151.43603,161.53409,165.1173,64.32676,734.55624,737.6329,47.0877,81.27148,94.33987,4032.699,4068.888,4081.987,397.2753,464.6057,464.6057,359.8618,783.44647,817.17996,788.5121,817.39297,827.86058,6396.856,6399.76,6402.43,532.21,661.36001,666.55627,3,2816.8521374475486,300.328198494452,89.17716698117461,721.4578990389583,247.0409603435809,1.13668141762435,-0.13668141762435004,0.13668141762435004,2022,87
1300 Chestnut Street (near Broad St),51,Thu,6,1,423.7552,873.4243,959.73279,1655.799,2172.05,2341.628,157.6136,194.2135,320.23321,320.49538,327.9968,337.0223,38.59505,45.76892,49.07258,4118.321,4154.635,4169.325,543.611,552.9657,552.9657,884.7291,1382.449,1389.53319,1003.5136,1388.4272,1405.36359,6150.121,6153.34,6156.332,304.79587,308.4387,310.16116,2,2564.069654026557,49.61353195052943,301.36977292185054,984.6601150109142,216.25631398147493,1.2240204190084714,-0.22402041900847136,0.22402041900847136,2022,88
1300 Walnut Street (near 13 Street),51,Tue,8,1,601.17062,855.0282,983.4105,2002.854,2007.837,2508.645,331.876,385.87799,387.40186,375.68849,379.3918,392.0822,96.04947,105.99211,109.37865,4071.589,4108.539,4136.713,620.6715,646.5138,800.9203,708.4852,905.47582,911.19814,748.6777,902.47062,907.59417,6047.982,6050.805,6053.393,341.8243,361.67339,362.93579,2,3135.61456283352,38.63224307587342,125.33556682742528,399.37911956861427,179.6917813560367,1.0967820281583887,-0.09678202815838866,0.09678202815838866,2022,89
600 Walnut Street (near 6 Street),51,Tue,8,1,997.5356,1171.497,1266.5059,2003.158,2183.637,2207.955,668.069,1173.2892,1485.2517,1013.61298,1022.2034,1027.1526,124.7233,132.84494,136.98369,3872.165,3887.121,3901.933,599.77296,734.5135,882.2443,757.04933,772.633,837.7919,725.29641,738.45136,745.28028,8733.453,8735.454,8737.21,1035.75008,1042.17784,1047.36464,2,2625.743847168864,68.28475153339512,313.8284894004425,277.27718658468876,375.1425340547778,1.1474930066163713,-0.14749300661637132,0.14749300661637132,2022,90
700 Walnut Street (near Washington Street),51,Mon,9,1,679.4298,979.6753,1179.0433,1898.415,2194.224,2253.402,588.9507,62.31027,106.71633,641.53058,655.0779,662.8684,135.81706,211.46131,259.0882,3815.264,3823.053,3838.107,652.30783,654.3506,678.229,357.98429,388.9005,472.67384,512.06658,516.45081,519.25225,8371.525,8373.608,8375.447,636.32465,646.35535,650.33803,2,2703.995074274691,39.068379471596714,108.55464744608821,269.3146638101654,243.62418427157877,1.1477943436060798,-0.1477943436060798,0.1477943436060798,2022,91
800 Chestnut St (near 8 St),51,Wed,8,2,231.2234,464.7941,605.2303,1398.548,1448.385,1474.862,759.6211,1012.3859,1187.867,84.73376,105.028,112.0658,340.11724,344.02898,348.78065,3231.238,3237.043,3252.102,477.6473,477.6473,499.6409,90.7244,101.4881,117.28948,67.95158,111.24083,126.59325,8044.324,8046.812,8049.059,416.90374,417.76066,419.58992,2,2470.8216774162966,129.1095191983008,129.35146489186374,661.1343175780687,234.7758021620888,1.1675776583331048,0.8324223416668952,0.8324223416668952,2022,92
900 Chestnut St (near 10 St),51,Mon,9,1,238.0488,469.3118,604.0395,1396.012,1445.628,1472.113,766.6367,1013.3647,1188.487,79.26219,101.0339,111.388,338.28007,342.00863,346.86527,3230.982,3236.941,3251.997,471.4799,471.4799,493.6934,86.64106,102.91038,120.55655,60.95652,109.6801,126.94841,8038.691,8041.181,8043.431,418.07344,419.11178,420.33538,2,2474.26027094571,136.15777894997487,123.84928660216647,667.5793855121271,238.20192554666394,1.1781429994896138,-0.17814299948961376,0.17814299948961376,2022,93
900 Chestnut St (near 10 St),51,Tue,9,1,238.0488,469.3118,604.0395,1396.012,1445.628,1472.113,766.6367,1013.3647,1188.487,79.26219,101.0339,111.388,338.28007,342.00863,346.86527,3230.982,3236.941,3251.997,471.4799,471.4799,493.6934,86.64106,102.91038,120.55655,60.95652,109.6801,126.94841,8038.691,8041.181,8043.431,418.07344,419.11178,420.33538,2,2474.26027094571,136.15777894997487,123.84928660216647,667.5793855121271,238.20192554666394,1.178780141399011,-0.1787801413990111,0.1787801413990111,2022,94
900 Chestnut St (near 10 St),51,Wed,9,1,238.0488,469.3118,604.0395,1396.012,1445.628,1472.113,766.6367,1013.3647,1188.487,79.26219,101.0339,111.388,338.28007,342.00863,346.86527,3230.982,3236.941,3251.997,471.4799,471.4799,493.6934,86.64106,102.91038,120.55655,60.95652,109.6801,126.94841,8038.691,8041.181,8043.431,418.07344,419.11178,420.33538,2,2474.26027094571,136.15777894997487,123.84928660216647,667.5793855121271,238.20192554666394,1.1784967521000078,-0.17849675210000782,0.17849675210000782,2022,95
900 Walnut Street (near 9 Street),51,Mon,7,1,652.8469,921.7636,1054.3832,1454.331,175.93239,1950.493,884.71984,955.6451,1106.54233,109.55913,119.49139,167.8726,45.00592,48.92723,50.69742,3838.692,3847.03,3862.078,530.5563,541.9667,563.1627,37.6478,47.78773,86.95516,25.02297,34.13813,37.76073,7585.499,7587.774,7589.807,122.7029,164.60487,180.15318,2,3071.6439028591926,137.04925127037484,124.88148746620885,408.1306206270123,164.7331359058401,1.0540376134137213,-0.054037613413721264,0.054037613413721264,2022,96
900 Walnut Street (near 9 Street),51,Thu,7,1,652.8469,921.7636,1054.3832,1454.331,175.93239,1950.493,884.71984,955.6451,1106.54233,109.55913,119.49139,167.8726,45.00592,48.92723,50.69742,3838.692,3847.03,3862.078,530.5563,541.9667,563.1627,37.6478,47.78773,86.95516,25.02297,34.13813,37.76073,7585.499,7587.774,7589.807,122.7029,164.60487,180.15318,2,3071.6439028591926,137.04925127037484,124.88148746620885,408.1306206270123,164.7331359058401,1.0541543130589637,-0.05415431305896368,0.05415431305896368,2022,97
1200 Sansom Street (near 12 Street),52,Thu,8,1,59.72438,729.2396,758.7891,1941.452,1998.455,2004.642,61.08797,88.23468,103.1703,663.80351,687.7674,700.43931,169.37761,205.49129,220.76711,3925.364,3957.437,3971.003,372.816,532.8414,532.8414,200.6063,519.00853,564.17677,527.35618,543.19719,550.7581,6607.571,6610.365,6612.924,435.11889,472.2981,486.73912,3,2875.1125334021162,271.3593124826996,98.77400499715762,691.1053729203591,271.23674686096535,1.1568983255893117,-0.15689832558931172,0.15689832558931172,2022,98
1200 Sansom Street (near 12 Street),52,Wed,8,1,59.72438,729.2396,758.7891,1941.452,1998.455,2004.642,61.08797,88.23468,103.1703,663.80351,687.7674,700.43931,169.37761,205.49129,220.76711,3925.364,3957.437,3971.003,372.816,532.8414,532.8414,200.6063,519.00853,564.17677,527.35618,543.19719,550.7581,6607.571,6610.365,6612.924,435.11889,472.2981,486.73912,3,2875.1125334021162,271.3593124826996,98.77400499715762,691.1053729203591,271.23674686096535,1.157045171369292,-0.15704517136929197,0.15704517136929197,2022,99
1200 Sansom Street (near 13 Street),52,Fri,8,1,346.27483,577.4038,795.8348,2121.061,2135.325,2149.813,151.43603,161.53409,165.1173,64.32676,734.55624,737.6329,47.0877,81.27148,94.33987,4032.699,4068.888,4081.987,397.2753,464.6057,464.6057,359.8618,783.44647,817.17996,788.5121,817.39297,827.86058,6396.856,6399.76,6402.43,532.21,661.36001,666.55627,3,2816.8521374475486,300.328198494452,89.17716698117461,721.4578990389583,247.0409603435809,1.1365594940270607,-0.1365594940270607,0.1365594940270607,2022,100
1200 Sansom Street (near 13 Street),52,Thu,7,1,346.27483,577.4038,795.8348,2121.061,2135.325,2149.813,151.43603,161.53409,165.1173,64.32676,734.55624,737.6329,47.0877,81.27148,94.33987,4032.699,4068.888,4081.987,397.2753,464.6057,464.6057,359.8618,783.44647,817.17996,788.5121,817.39297,827.86058,6396.856,6399.76,6402.43,532.21,661.36001,666.55627,3,2816.8521374475486,300.328198494452,89.17716698117461,721.4578990389583,247.0409603435809,1.1361215076144213,-0.13612150761442132,0.13612150761442132,2022,101
1200 Sansom Street (near 13 Street),52,Wed,8,1,346.27483,577.4038,795.8348,2121.061,2135.325,2149.813,151.43603,161.53409,165.1173,64.32676,734.55624,737.6329,47.0877,81.27148,94.33987,4032.699,4068.888,4081.987,397.2753,464.6057,464.6057,359.8618,783.44647,817.17996,788.5121,817.39297,827.86058,6396.856,6399.76,6402.43,532.21,661.36001,666.55627,3,2816.8521374475486,300.328198494452,89.17716698117461,721.4578990389583,247.0409603435809,1.1372242945764395,-0.13722429457643948,0.13722429457643948,2022,102
